Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,COM,TYP_IRIS,MODIF_IRIS,LAB_IRIS,P19_POP
115 AVENUE MALAKOFF,2.0,75016,75016019,48.872,2.285,SP95,PARIS,1.7501010928961749,751166406,75116,H,0,1,1821.72643143739
115 AVENUE MALAKOFF,6.0,75016,75016019,48.872,2.285,SP98,PARIS,1.7944262295081967,751166406,75116,H,0,1,1821.72643143739
115 Avenue du Général de Gaulle,1.0,92130,92130005,48.81778,2.27669,Gazole,Issy-les-Moulineaux,1.4941993299832494,920400301,92040,H,0,1,4052.91784962042
115 Avenue du Général de Gaulle,5.0,92130,92130005,48.81778,2.27669,E10,Issy-les-Moulineaux,1.5282596314907873,920400301,92040,H,0,1,4052.91784962042
115 Avenue du Général de Gaulle,6.0,92130,92130005,48.81778,2.27669,SP98,Issy-les-Moulineaux,1.6350753768844222,920400301,92040,H,0,1,4052.91784962042
115 Avenue du Maréchal Leclerc,1.0,77460,77460001,48.183,2.736,Gazole,SOUPPES-SUR-LOING,1.5436363636363637,774580101,77458,H,0,4,2930.79550058935
115 Avenue du Maréchal Leclerc,5.0,77460,77460001,48.183,2.736,E10,SOUPPES-SUR-LOING,1.55442,774580101,77458,H,0,4,2930.79550058935
115 Avenue du Maréchal Leclerc,6.0,77460,77460001,48.183,2.736,SP98,SOUPPES-SUR-LOING,1.66442,774580101,77458,H,0,4,2930.79550058935
115 Boulevard Clemenceau,1.0,59700,59700004,50.66436,3.08946,Gazole,Marcq-en-Baroeul,1.4224776119402984,593780502,59378,H,0,1,2875.34298216629
115 Boulevard Clemenceau,5.0,59700,59700004,50.66436,3.08946,E10,Marcq-en-Baroeul,1.470535655058043,593780502,59378,H,0,1,2875.34298216629
115 Boulevard Clemenceau,6.0,59700,59700004,50.66436,3.08946,SP98,Marcq-en-Baroeul,1.5526169154228855,593780502,59378,H,0,1,2875.34298216629
115 CHEMIN DE FONTALES,1.0,82140,82140003,44.15,1.749,Gazole,Saint-Antonin-Noble-Val,1.5304375,821550000,82155,Z,0,5,1851.0
115 CHEMIN DE FONTALES,2.0,82140,82140003,44.15,1.749,SP95,Saint-Antonin-Noble-Val,1.4423333333333332,821550000,82155,Z,0,5,1851.0
115 CHEMIN DE FONTALES,5.0,82140,82140003,44.15,1.749,E10,Saint-Antonin-Noble-Val,1.4765,821550000,82155,Z,0,5,1851.0
115 CHEMIN DE FONTALES,6.0,82140,82140003,44.15,1.749,SP98,Saint-Antonin-Noble-Val,1.542225806451613,821550000,82155,Z,0,5,1851.0
115 RUE PASTEUR,1.0,62110,62110003,50.41839,2.94714,Gazole,Hénin-Beaumont,1.503512676056338,624270109,62427,H,0,1,2671.62176415329
115 RUE PASTEUR,5.0,62110,62110003,50.41839,2.94714,E10,Hénin-Beaumont,1.5342676056338027,624270109,62427,H,0,1,2671.62176415329
115 RUE PASTEUR,6.0,62110,62110003,50.41839,2.94714,SP98,Hénin-Beaumont,1.6442676056338028,624270109,62427,H,0,1,2671.62176415329
"115, avenue de la République",1.0,34270,34270001,43.76059,3.86538,Gazole,Saint-Mathieu-de-Tréviers,1.4547642276422763,342760000,34276,Z,0,5,4883.0
"115, avenue de la République",2.0,34270,34270001,43.76059,3.86538,SP95,Saint-Mathieu-de-Tréviers,1.5316153846153846,342760000,34276,Z,0,5,4883.0
"115, avenue de la République",5.0,34270,34270001,43.76059,3.86538,E10,Saint-Mathieu-de-Tréviers,1.4894356435643563,342760000,34276,Z,0,5,4883.0
"115, avenue de la République",6.0,34270,34270001,43.76059,3.86538,SP98,Saint-Mathieu-de-Tréviers,1.5534705882352942,342760000,34276,Z,0,5,4883.0
1159 AVENUE DE JUIN 1940,1.0,38340,38340013,45.3058411382,5.624006468129999,Gazole,VOREPPE,1.3989956521739129,385650102,38565,H,0,4,1757.13399246475
1159 AVENUE DE JUIN 1940,3.0,38340,38340013,45.3058411382,5.624006468129999,E85,VOREPPE,0.8197727272727272,385650102,38565,H,0,4,1757.13399246475
1159 AVENUE DE JUIN 1940,5.0,38340,38340013,45.3058411382,5.624006468129999,E10,VOREPPE,1.446313043478261,385650102,38565,H,0,4,1757.13399246475
1159 AVENUE DE JUIN 1940,6.0,38340,38340013,45.3058411382,5.624006468129999,SP98,VOREPPE,1.537604347826087,385650102,38565,H,0,4,1757.13399246475
AUTOROUTE A48 - AIRE DE VOREPPE,1.0,38340,38340011,45.2923,5.62901,Gazole,VOREPPE,1.5826944444444444,385650102,38565,H,0,4,1757.13399246475
AUTOROUTE A48 - AIRE DE VOREPPE,3.0,38340,38340011,45.2923,5.62901,E85,VOREPPE,0.7797553191489363,385650102,38565,H,0,4,1757.13399246475
AUTOROUTE A48 - AIRE DE VOREPPE,4.0,38340,38340011,45.2923,5.62901,GPLc,VOREPPE,0.9793154574132492,385650102,38565,H,0,4,1757.13399246475
AUTOROUTE A48 - AIRE DE VOREPPE,5.0,38340,38340011,45.2923,5.62901,E10,VOREPPE,1.6191111111111112,385650102,38565,H,0,4,1757.13399246475
AUTOROUTE A48 - AIRE DE VOREPPE,6.0,38340,38340011,45.2923,5.62901,SP98,VOREPPE,1.729111111111111,385650102,38565,H,0,4,1757.13399246475
RN 75 CRUE DE MOIRANS,1.0,38340,38340012,45.3045374108,5.62272451063,Gazole,VOREPPE,1.4103735294117643,385650102,38565,H,0,4,1757.13399246475
RN 75 CRUE DE MOIRANS,5.0,38340,38340012,45.3045374108,5.62272451063,E10,VOREPPE,1.4520647058823528,385650102,38565,H,0,4,1757.13399246475
RN 75 CRUE DE MOIRANS,6.0,38340,38340012,45.3045374108,5.62272451063,SP98,VOREPPE,1.5418911764705885,385650102,38565,H,0,4,1757.13399246475
116 AVENUE EDOUARD HERRIOT,1.0,82300,82300005,44.154819601912,1.5304675092927,Gazole,CAUSSADE,1.43785,820370101,82037,H,0,4,2826.0
116 AVENUE EDOUARD HERRIOT,3.0,82300,82300005,44.154819601912,1.5304675092927,E85,CAUSSADE,0.6643571428571429,820370101,82037,H,0,4,2826.0
116 AVENUE EDOUARD HERRIOT,5.0,82300,82300005,44.154819601912,1.5304675092927,E10,CAUSSADE,1.4648474576271189,820370101,82037,H,0,4,2826.0
116 AVENUE EDOUARD HERRIOT,6.0,82300,82300005,44.154819601912,1.5304675092927,SP98,CAUSSADE,1.541175438596491,820370101,82037,H,0,4,2826.0
ZI de Meaux - BP 119,1.0,82300,82300004,44.155515,1.52676783,Gazole,CAUSSADE,1.4387391304347823,820370101,82037,H,0,4,2826.0
ZI de Meaux - BP 119,5.0,82300,82300004,44.155515,1.52676783,E10,CAUSSADE,1.4654137931034483,820370101,82037,H,0,4,2826.0
ZI de Meaux - BP 119,6.0,82300,82300004,44.155515,1.52676783,SP98,CAUSSADE,1.5554814814814817,820370101,82037,H,0,4,2826.0
116 Avenue Léon Charpentier,1.0,8200,8200001,49.70103,4.92689,Gazole,Sedan,1.4293030303030303,084090202,8409,H,0,1,1364.32127121152
116 Avenue Léon Charpentier,2.0,8200,8200001,49.70103,4.92689,SP95,Sedan,1.5741764705882353,084090202,8409,H,0,1,1364.32127121152
116 Avenue Léon Charpentier,6.0,8200,8200001,49.70103,4.92689,SP98,Sedan,1.60275,084090202,8409,H,0,1,1364.32127121152
8 AVENUE DE LA MARNE,1.0,8200,8200010,49.69926,4.92701,Gazole,SEDAN,1.4246742209631726,084090202,8409,H,0,1,1364.32127121152
8 AVENUE DE LA MARNE,4.0,8200,8200010,49.69926,4.92701,GPLc,SEDAN,0.8839717514124295,084090202,8409,H,0,1,1364.32127121152
8 AVENUE DE LA MARNE,5.0,8200,8200010,49.69926,4.92701,E10,SEDAN,1.4654802259887003,084090202,8409,H,0,1,1364.32127121152
8 AVENUE DE LA MARNE,6.0,8200,8200010,49.69926,4.92701,SP98,SEDAN,1.5578478873239436,084090202,8409,H,0,1,1364.32127121152
116 Avenue Pasteur,1.0,78630,78630004,48.925,1.976,Gazole,Orgeval,1.560090909090909,784660000,78466,Z,0,5,6664.0
116 Avenue Pasteur,5.0,78630,78630004,48.925,1.976,E10,Orgeval,1.587969696969697,784660000,78466,Z,0,5,6664.0
116 Avenue Pasteur,6.0,78630,78630004,48.925,1.976,SP98,Orgeval,1.6575074626865671,784660000,78466,Z,0,5,6664.0
CC ART DE VIVRE - CD 113,1.0,78630,78630010,48.92529,1.99188,Gazole,ORGEVAL,1.4401073446327683,784660000,78466,Z,0,5,6664.0
CC ART DE VIVRE - CD 113,5.0,78630,78630010,48.92529,1.99188,E10,ORGEVAL,1.470717514124294,784660000,78466,Z,0,5,6664.0
CC ART DE VIVRE - CD 113,6.0,78630,78630010,48.92529,1.99188,SP98,ORGEVAL,1.5575282485875708,784660000,78466,Z,0,5,6664.0
ROUTE DE 40 SOUS - RN113,1.0,78630,78630011,48.92292,1.99942,Gazole,ORGEVAL,1.4399526462395542,784660000,78466,Z,0,5,6664.0
ROUTE DE 40 SOUS - RN113,4.0,78630,78630011,48.92292,1.99942,GPLc,ORGEVAL,0.7898746518105849,784660000,78466,Z,0,5,6664.0
ROUTE DE 40 SOUS - RN113,5.0,78630,78630011,48.92292,1.99942,E10,ORGEVAL,1.4705070028011205,784660000,78466,Z,0,5,6664.0
ROUTE DE 40 SOUS - RN113,6.0,78630,78630011,48.92292,1.99942,SP98,ORGEVAL,1.557298882681564,784660000,78466,Z,0,5,6664.0
116 QUAI DE LA SOUYS,1.0,33100,33000023,44.829,-0.541,Gazole,BORDEAUX,1.4016657303370788,330630405,33063,H,0,1,3793.23531516678
116 QUAI DE LA SOUYS,5.0,33100,33000023,44.829,-0.541,E10,BORDEAUX,1.441241573033708,330630405,33063,H,0,1,3793.23531516678
116 QUAI DE LA SOUYS,6.0,33100,33000023,44.829,-0.541,SP98,BORDEAUX,1.543106442577031,330630405,33063,H,0,1,3793.23531516678
116 Rue d'Alsace,1.0,88100,88100005,48.278,6.961,Gazole,SAINT-DIé-DES-VOSGES,1.430655737704918,884130108,88413,H,0,1,2597.0972147172
116 Rue d'Alsace,2.0,88100,88100005,48.278,6.961,SP95,SAINT-DIé-DES-VOSGES,1.504842105263158,884130108,88413,H,0,1,2597.0972147172
116 Rue d'Alsace,3.0,88100,88100005,48.278,6.961,E85,SAINT-DIé-DES-VOSGES,0.645,884130108,88413,H,0,1,2597.0972147172
116 Rue d'Alsace,5.0,88100,88100005,48.278,6.961,E10,SAINT-DIé-DES-VOSGES,1.4624285714285714,884130108,88413,H,0,1,2597.0972147172
116 Rue d'Alsace,6.0,88100,88100005,48.278,6.961,SP98,SAINT-DIé-DES-VOSGES,1.538921568627451,884130108,88413,H,0,1,2597.0972147172
116 Rue du Port de Pêche,1.0,56170,56170003,47.48597,-3.1208,Gazole,Quiberon,1.4063731343283583,561860101,56186,H,0,4,2642.98777558921
116 Rue du Port de Pêche,2.0,56170,56170003,47.48597,-3.1208,SP95,Quiberon,1.4974,561860101,56186,H,0,4,2642.98777558921
116 Rue du Port de Pêche,3.0,56170,56170003,47.48597,-3.1208,E85,Quiberon,0.5025,561860101,56186,H,0,4,2642.98777558921
116 Rue du Port de Pêche,5.0,56170,56170003,47.48597,-3.1208,E10,Quiberon,1.4461194029850746,561860101,56186,H,0,4,2642.98777558921
116 Rue du Port de Pêche,6.0,56170,56170003,47.48597,-3.1208,SP98,Quiberon,1.5278166666666666,561860101,56186,H,0,4,2642.98777558921
1160 AV. PIERRE MENDES FRANCE,1.0,34000,34000013,43.60761,3.91636,Gazole,MONTPELLIER,1.4073072625698324,341721904,34172,H,0,2,2658.12222300854
1160 AV. PIERRE MENDES FRANCE,3.0,34000,34000013,43.60761,3.91636,E85,MONTPELLIER,0.6634370860927152,341721904,34172,H,0,2,2658.12222300854
1160 AV. PIERRE MENDES FRANCE,5.0,34000,34000013,43.60761,3.91636,E10,MONTPELLIER,1.450572625698324,341721904,34172,H,0,2,2658.12222300854
1160 AV. PIERRE MENDES FRANCE,6.0,34000,34000013,43.60761,3.91636,SP98,MONTPELLIER,1.5345195530726257,341721904,34172,H,0,2,2658.12222300854
117 BLD MAXIME GORKI,1.0,94800,94800007,48.79261,2.36955,Gazole,VILLEJUIF,1.458108635097493,940760108,94076,H,0,1,2015.27328884976
117 BLD MAXIME GORKI,5.0,94800,94800007,48.79261,2.36955,E10,VILLEJUIF,1.4795598885793873,940760108,94076,H,0,1,2015.27328884976
117 BLD MAXIME GORKI,6.0,94800,94800007,48.79261,2.36955,SP98,VILLEJUIF,1.5722980501392758,940760108,94076,H,0,1,2015.27328884976
117 Rue de Stalingrad,1.0,38100,38100003,45.17108,5.72398,Gazole,Grenoble,1.5270645161290322,381850412,38185,H,0,1,1467.63259632168
117 Rue de Stalingrad,5.0,38100,38100003,45.17108,5.72398,E10,Grenoble,1.5787674418604651,381850412,38185,H,0,1,1467.63259632168
117 Vieille Route de Cannes,1.0,6220,6220003,43.56968,7.04684,Gazole,VALLAURIS,1.4282,061550110,6155,H,0,1,3304.45234052303
117 Vieille Route de Cannes,3.0,6220,6220003,43.56968,7.04684,E85,VALLAURIS,0.699,061550110,6155,H,0,1,3304.45234052303
117 Vieille Route de Cannes,5.0,6220,6220003,43.56968,7.04684,E10,VALLAURIS,1.455909090909091,061550110,6155,H,0,1,3304.45234052303
117 Vieille Route de Cannes,6.0,6220,6220003,43.56968,7.04684,SP98,VALLAURIS,1.5235454545454543,061550110,6155,H,0,1,3304.45234052303
1173 rue de la lys,1.0,62840,62840003,50.658810245084,2.7710338663378,Gazole,sailly sur la lys,1.4270769230769231,627360000,62736,Z,0,5,3910.0
1173 rue de la lys,5.0,62840,62840003,50.658810245084,2.7710338663378,E10,sailly sur la lys,1.4486896551724138,627360000,62736,Z,0,5,3910.0
1173 rue de la lys,6.0,62840,62840003,50.658810245084,2.7710338663378,SP98,sailly sur la lys,1.3982903225806451,627360000,62736,Z,0,5,3910.0
118 Avenue Jean Jaurès,1.0,47200,47200012,44.50802315999999,0.14677708,Gazole,Marmande,1.4134736842105262,471570106,47157,H,0,1,2041.00998916766
118 Avenue Jean Jaurès,2.0,47200,47200012,44.50802315999999,0.14677708,SP95,Marmande,1.494031746031746,471570106,47157,H,0,1,2041.00998916766
118 Avenue Jean Jaurès,6.0,47200,47200012,44.50802315999999,0.14677708,SP98,Marmande,1.5267924528301888,471570106,47157,H,0,1,2041.00998916766
PONT DES SABLES,1.0,47200,47200002,44.46422,0.13971,Gazole,Marmande,1.5255,471570106,47157,H,0,1,2041.00998916766
PONT DES SABLES,2.0,47200,47200002,44.46422,0.13971,SP95,Marmande,1.6265714285714288,471570106,47157,H,0,1,2041.00998916766
Route de Bordeaux,1.0,47200,47200005,44.5120814449,0.135106386789,Gazole,MARMANDE,1.4070654205607478,471570106,47157,H,0,1,2041.00998916766
Route de Bordeaux,2.0,47200,47200005,44.5120814449,0.135106386789,SP95,MARMANDE,1.4836770833333333,471570106,47157,H,0,1,2041.00998916766
Route de Bordeaux,4.0,47200,47200005,44.5120814449,0.135106386789,GPLc,MARMANDE,0.839,471570106,47157,H,0,1,2041.00998916766
Route de Bordeaux,6.0,47200,47200005,44.5120814449,0.135106386789,SP98,MARMANDE,1.5153037974683543,471570106,47157,H,0,1,2041.00998916766
118 Avenue du Général Sarrail,1.0,10600,10600005,48.30376,4.03159,Gazole,La Chapelle-Saint-Luc,1.5061538461538462,100810101,10081,H,0,2,1205.4907773348
118 Avenue du Général Sarrail,5.0,10600,10600005,48.30376,4.03159,E10,La Chapelle-Saint-Luc,1.541153846153846,100810101,10081,H,0,2,1205.4907773348
118 Avenue du Général Sarrail,6.0,10600,10600005,48.30376,4.03159,SP98,La Chapelle-Saint-Luc,1.6366666666666667,100810101,10081,H,0,2,1205.4907773348
Boulevard de l'Ouest,1.0,10300,10600002,48.305,4.027,Gazole,Sainte-Savine,1.416476038338658,100810101,10081,H,0,2,1205.4907773348
Boulevard de l'Ouest,2.0,10300,10600002,48.305,4.027,SP95,Sainte-Savine,1.5018274760383383,100810101,10081,H,0,2,1205.4907773348
Boulevard de l'Ouest,4.0,10300,10600002,48.305,4.027,GPLc,Sainte-Savine,0.7678131147540984,100810101,10081,H,0,2,1205.4907773348
Boulevard de l'Ouest,5.0,10300,10600002,48.305,4.027,E10,Sainte-Savine,1.4618205128205128,100810101,10081,H,0,2,1205.4907773348
Boulevard de l'Ouest,6.0,10300,10600002,48.305,4.027,SP98,Sainte-Savine,1.530341935483871,100810101,10081,H,0,2,1205.4907773348
118 RUE RENE LANOY,1.0,62300,62300012,50.4350374806,2.84088657342,Gazole,LENS,1.5027275280898875,624980302,62498,H,0,1,2033.12576362275
118 RUE RENE LANOY,5.0,62300,62300012,50.4350374806,2.84088657342,E10,LENS,1.5429325842696628,624980302,62498,H,0,1,2033.12576362275
118 RUE RENE LANOY,6.0,62300,62300012,50.4350374806,2.84088657342,SP98,LENS,1.6529325842696627,624980302,62498,H,0,1,2033.12576362275
118 Route de Quimper,1.0,29200,29200014,48.401,-4.446,Gazole,BREST,1.46484,290190149,29019,H,0,1,2138.68816420886
118 Route de Quimper,2.0,29200,29200014,48.401,-4.446,SP95,BREST,1.4788367346938776,290190149,29019,H,0,1,2138.68816420886
118 Route de Quimper,6.0,29200,29200014,48.401,-4.446,SP98,BREST,1.5247142857142857,290190149,29019,H,0,1,2138.68816420886
118 Rue de la Passerelle,1.0,91380,91380007,48.69943,2.32057,Gazole,CHILLY-MAZARIN,1.4447346938775512,911610106,91161,H,0,1,1784.16768034214
118 Rue de la Passerelle,2.0,91380,91380007,48.69943,2.32057,SP95,CHILLY-MAZARIN,1.518439024390244,911610106,91161,H,0,1,1784.16768034214
118 Rue de la Passerelle,6.0,91380,91380007,48.69943,2.32057,SP98,CHILLY-MAZARIN,1.5552162162162162,911610106,91161,H,0,1,1784.16768034214
32 AV. PIERRE BROSSOLETTE,1.0,91380,91380010,48.70198,2.32019,Gazole,Chilly-Mazarin,1.5525714285714287,911610106,91161,H,0,1,1784.16768034214
32 AV. PIERRE BROSSOLETTE,5.0,91380,91380010,48.70198,2.32019,E10,Chilly-Mazarin,1.555986033519553,911610106,91161,H,0,1,1784.16768034214
32 AV. PIERRE BROSSOLETTE,6.0,91380,91380010,48.70198,2.32019,SP98,Chilly-Mazarin,1.6655558739255014,911610106,91161,H,0,1,1784.16768034214
1187 Route de Toulouse,1.0,82700,82700003,43.986,1.194,Gazole,Escatalens,1.461590909090909,820520000,82052,Z,0,5,1114.0
1187 Route de Toulouse,2.0,82700,82700003,43.986,1.194,SP95,Escatalens,1.5656818181818182,820520000,82052,Z,0,5,1114.0
1187 Route de Toulouse,6.0,82700,82700003,43.986,1.194,SP98,Escatalens,1.6135714285714289,820520000,82052,Z,0,5,1114.0
118a Rue de Saint-Louis,1.0,68220,68220001,47.578,7.539,Gazole,HéSINGUE,1.5814814814814817,681350000,68135,Z,0,5,2770.0
118a Rue de Saint-Louis,2.0,68220,68220001,47.578,7.539,SP95,HéSINGUE,1.6566666666666667,681350000,68135,Z,0,5,2770.0
118a Rue de Saint-Louis,6.0,68220,68220001,47.578,7.539,SP98,HéSINGUE,1.6888,681350000,68135,Z,0,5,2770.0
119 AV ANDRE DESSAUX RN 20,1.0,45400,45400006,47.92976,1.89726,Gazole,Fleury-les-Aubrais,1.5289050279329608,451470401,45147,H,0,1,4616.18877135854
119 AV ANDRE DESSAUX RN 20,3.0,45400,45400006,47.92976,1.89726,E85,Fleury-les-Aubrais,0.6215921787709497,451470401,45147,H,0,1,4616.18877135854
119 AV ANDRE DESSAUX RN 20,4.0,45400,45400006,47.92976,1.89726,GPLc,Fleury-les-Aubrais,0.8474078212290502,451470401,45147,H,0,1,4616.18877135854
119 AV ANDRE DESSAUX RN 20,5.0,45400,45400006,47.92976,1.89726,E10,Fleury-les-Aubrais,1.549659217877095,451470401,45147,H,0,1,4616.18877135854
119 AV ANDRE DESSAUX RN 20,6.0,45400,45400006,47.92976,1.89726,SP98,Fleury-les-Aubrais,1.659659217877095,451470401,45147,H,0,1,4616.18877135854
19 Rue Louis Labonne,1.0,45400,45400005,47.923,1.908,Gazole,FLEURY-LES-AUBRAIS,1.431875,451470401,45147,H,0,1,4616.18877135854
19 Rue Louis Labonne,5.0,45400,45400005,47.923,1.908,E10,FLEURY-LES-AUBRAIS,1.4740645161290322,451470401,45147,H,0,1,4616.18877135854
19 Rue Louis Labonne,6.0,45400,45400005,47.923,1.908,SP98,FLEURY-LES-AUBRAIS,1.5397,451470401,45147,H,0,1,4616.18877135854
119 AV DU GENDARME CASTERMANT,1.0,77500,77500009,48.8782,2.60782,Gazole,CHELLES,1.5353277777777778,771080401,77108,H,0,1,7693.87900191641
119 AV DU GENDARME CASTERMANT,4.0,77500,77500009,48.8782,2.60782,GPLc,CHELLES,0.9173888888888888,771080401,77108,H,0,1,7693.87900191641
119 AV DU GENDARME CASTERMANT,5.0,77500,77500009,48.8782,2.60782,E10,CHELLES,1.5699944444444445,771080401,77108,H,0,1,7693.87900191641
119 AV DU GENDARME CASTERMANT,6.0,77500,77500009,48.8782,2.60782,SP98,CHELLES,1.6799944444444446,771080401,77108,H,0,1,7693.87900191641
Avenue Sylvie - ZI Belle-Ile,1.0,77500,77500001,48.869,2.59,Gazole,CHELLES,1.4200363636363635,771080401,77108,H,0,1,7693.87900191641
Avenue Sylvie - ZI Belle-Ile,2.0,77500,77500001,48.869,2.59,SP95,CHELLES,1.5166603773584906,771080401,77108,H,0,1,7693.87900191641
Avenue Sylvie - ZI Belle-Ile,5.0,77500,77500001,48.869,2.59,E10,CHELLES,1.4612592592592593,771080401,77108,H,0,1,7693.87900191641
Avenue Sylvie - ZI Belle-Ile,6.0,77500,77500001,48.869,2.59,SP98,CHELLES,1.5514285714285714,771080401,77108,H,0,1,7693.87900191641
Avenue du Gendarme Castermant,1.0,77500,77508001,48.878,2.609,Gazole,CHELLES,1.4386716417910448,771080401,77108,H,0,1,7693.87900191641
Avenue du Gendarme Castermant,2.0,77500,77508001,48.878,2.609,SP95,CHELLES,1.515561797752809,771080401,77108,H,0,1,7693.87900191641
Avenue du Gendarme Castermant,6.0,77500,77508001,48.878,2.609,SP98,CHELLES,1.5463053435114504,771080401,77108,H,0,1,7693.87900191641
119 AVENUE DU PDT POMPIDOU,1.0,92500,92500012,48.86843,2.19878,Gazole,Rueil-Malmaison,1.5919333333333334,920630703,92063,H,0,1,2640.58516742331
119 AVENUE DU PDT POMPIDOU,5.0,92500,92500012,48.86843,2.19878,E10,Rueil-Malmaison,1.5889722222222222,920630703,92063,H,0,1,2640.58516742331
119 AVENUE DU PDT POMPIDOU,6.0,92500,92500012,48.86843,2.19878,SP98,Rueil-Malmaison,1.698972222222222,920630703,92063,H,0,1,2640.58516742331
119 Avenue du Général de Gaulle,1.0,94000,94012001,48.781867204601,2.4578945751426,Gazole,Créteil,1.4262310606060604,940280204,94028,H,0,1,2650.78913027813
119 Avenue du Général de Gaulle,2.0,94000,94012001,48.781867204601,2.4578945751426,SP95,Créteil,1.5032425373134328,940280204,94028,H,0,1,2650.78913027813
119 Avenue du Général de Gaulle,5.0,94000,94012001,48.781867204601,2.4578945751426,E10,Créteil,1.461635338345865,940280204,94028,H,0,1,2650.78913027813
119 Avenue du Général de Gaulle,6.0,94000,94012001,48.781867204601,2.4578945751426,SP98,Créteil,1.5314701492537313,940280204,94028,H,0,1,2650.78913027813
119 Chemin de la Zone Commerciale,1.0,74700,74700003,45.904,6.683,Gazole,Domancy,1.4252437275985663,741030000,74103,Z,0,5,2195.0
119 Chemin de la Zone Commerciale,2.0,74700,74700003,45.904,6.683,SP95,Domancy,1.497741935483871,741030000,74103,Z,0,5,2195.0
119 Chemin de la Zone Commerciale,5.0,74700,74700003,45.904,6.683,E10,Domancy,1.456769784172662,741030000,74103,Z,0,5,2195.0
119 Route d'Heyrieux,1.0,69800,69800018,45.68311367,4.95330382,Gazole,Saint-Priest,1.4873473389355742,692900201,69290,H,0,1,1877.7734823909
119 Route d'Heyrieux,5.0,69800,69800018,45.68311367,4.95330382,E10,Saint-Priest,1.53332918395574,692900201,69290,H,0,1,1877.7734823909
119 Route d'Heyrieux,6.0,69800,69800018,45.68311367,4.95330382,SP98,Saint-Priest,1.65332918395574,692900201,69290,H,0,1,1877.7734823909
"AUTOROUTE A43, AIRE DE SAINT PRIEST",1.0,69800,69800012,45.695,4.965,Gazole,Saint-Priest,1.562804347826087,692900201,69290,H,0,1,1877.7734823909
"AUTOROUTE A43, AIRE DE SAINT PRIEST",5.0,69800,69800012,45.695,4.965,E10,Saint-Priest,1.5820851063829786,692900201,69290,H,0,1,1877.7734823909
"AUTOROUTE A43, AIRE DE SAINT PRIEST",6.0,69800,69800012,45.695,4.965,SP98,Saint-Priest,1.7020851063829787,692900201,69290,H,0,1,1877.7734823909
119 Rue du Couëdic,1.0,29300,29300004,47.88,-3.554,Gazole,QUIMPERLE,1.3979407894736842,292330103,29233,H,0,1,2338.93846348715
119 Rue du Couëdic,2.0,29300,29300004,47.88,-3.554,SP95,QUIMPERLE,1.490345588235294,292330103,29233,H,0,1,2338.93846348715
119 Rue du Couëdic,3.0,29300,29300004,47.88,-3.554,E85,QUIMPERLE,0.699,292330103,29233,H,0,1,2338.93846348715
119 Rue du Couëdic,4.0,29300,29300004,47.88,-3.554,GPLc,QUIMPERLE,0.7848999999999999,292330103,29233,H,0,1,2338.93846348715
119 Rue du Couëdic,5.0,29300,29300004,47.88,-3.554,E10,QUIMPERLE,1.4380062111801242,292330103,29233,H,0,1,2338.93846348715
119 faubourg de besançon,1.0,25200,25200003,47.509,6.779,Gazole,MONTBéLIARD,1.4228484848484848,251700000,25170,Z,0,5,1356.0
119 faubourg de besançon,2.0,25200,25200003,47.509,6.779,SP95,MONTBéLIARD,1.4920967741935482,251700000,25170,Z,0,5,1356.0
119 faubourg de besançon,6.0,25200,25200003,47.509,6.779,SP98,MONTBéLIARD,1.5284915254237288,251700000,25170,Z,0,5,1356.0
119 rue Pierre Revelli,1.0,83130,83130004,43.136590241,5.99372388916,Gazole,LA GARDE,1.4184868421052632,831440104,83144,H,0,1,3992.1736459514
119 rue Pierre Revelli,2.0,83130,83130004,43.136590241,5.99372388916,SP95,LA GARDE,1.4836153846153846,831440104,83144,H,0,1,3992.1736459514
119 rue Pierre Revelli,3.0,83130,83130004,43.136590241,5.99372388916,E85,LA GARDE,0.6626666666666666,831440104,83144,H,0,1,3992.1736459514
119 rue Pierre Revelli,5.0,83130,83130004,43.136590241,5.99372388916,E10,LA GARDE,1.4446917808219175,831440104,83144,H,0,1,3992.1736459514
119-123 BD JEAN JAURES,1.0,37300,37300008,47.349,0.661,Gazole,Joué-lès-Tours,1.4091015873015875,371220101,37122,H,0,1,2740.37275382803
119-123 BD JEAN JAURES,5.0,37300,37300008,47.349,0.661,E10,Joué-lès-Tours,1.453490506329114,371220101,37122,H,0,1,2740.37275382803
119-123 BD JEAN JAURES,6.0,37300,37300008,47.349,0.661,SP98,Joué-lès-Tours,1.559787974683544,371220101,37122,H,0,1,2740.37275382803
1193 Avenue de l'Europe,1.0,69400,69651002,45.994,4.742,Gazole,VILLEFRANCHE-SUR-SAôNE,1.5037441860465115,692640101,69264,A,0,3,75.6431775704044
1193 Avenue de l'Europe,2.0,69400,69651002,45.994,4.742,SP95,VILLEFRANCHE-SUR-SAôNE,1.613,692640101,69264,A,0,3,75.6431775704044
1193 Avenue de l'Europe,5.0,69400,69651002,45.994,4.742,E10,VILLEFRANCHE-SUR-SAôNE,1.53555,692640101,69264,A,0,3,75.6431775704044
1193 Avenue de l'Europe,6.0,69400,69651002,45.994,4.742,SP98,VILLEFRANCHE-SUR-SAôNE,1.623035714285714,692640101,69264,A,0,3,75.6431775704044
