Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code
 Avenue de Bordeaux,2.0,33680,33680005,44.97648,-1.06512,SP95,LACANAU,1.875543859649123,332140000
 Avenue de Bordeaux,3.0,33680,33680005,44.97648,-1.06512,E85,LACANAU,1.0354038461538462,332140000
 Avenue de Bordeaux,4.0,33680,33680005,44.97648,-1.06512,GPLc,LACANAU,0.8346279069767443,332140000
 Avenue de Bordeaux,5.0,33680,33680005,44.97648,-1.06512,E10,LACANAU,1.8387118644067797,332140000
"4, rue Emile Baudoux",1.0,33680,33680003,45.001960010000005,-1.20044403,Gazole,Lacanau-Océan,1.8138095238095235,332140000
"4, rue Emile Baudoux",3.0,33680,33680003,45.001960010000005,-1.20044403,E85,Lacanau-Océan,1.0744444444444443,332140000
"4, rue Emile Baudoux",6.0,33680,33680003,45.001960010000005,-1.20044403,SP98,Lacanau-Océan,1.9342857142857144,332140000
ROUTE DE L'ATLANTIQUE,1.0,33680,33680004,45.006,-1.171,Gazole,Lacanau,1.8484,332140000
ROUTE DE L'ATLANTIQUE,5.0,33680,33680004,45.006,-1.171,E10,Lacanau,1.9575,332140000
ROUTE DE L'ATLANTIQUE,6.0,33680,33680004,45.006,-1.171,SP98,Lacanau,2.005625,332140000
RTE DE BORDEAUX,1.0,33680,33680001,44.97654,-1.06739,Gazole,Lacanau,1.7852403100775194,332140000
