Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code
184 RUE DU GENERAL DE GAULLE,6.0,59110,59110006,50.65240806,3.07726756,SP98,LA MADELEINE,1.9216970684039087,593680402
184 RUE DU MARECHAL FOCH,1.0,80410,80410004,50.18162531,1.49398555,Gazole,Cayeux-sur-Mer,1.81759375,801820000
184 RUE DU MARECHAL FOCH,2.0,80410,80410004,50.18162531,1.49398555,SP95,Cayeux-sur-Mer,1.93264,801820000
184 RUE DU MARECHAL FOCH,6.0,80410,80410004,50.18162531,1.49398555,SP98,Cayeux-sur-Mer,1.9503333333333333,801820000
184 Rue de Béthune,1.0,62130,62130001,50.387,2.349,Gazole,SAINT-POL-SUR-TERNOISE,1.8661510791366904,627670101
184 Rue de Béthune,5.0,62130,62130001,50.387,2.349,E10,SAINT-POL-SUR-TERNOISE,1.918992307692308,627670101
184 Rue de Béthune,6.0,62130,62130001,50.387,2.349,SP98,SAINT-POL-SUR-TERNOISE,2.0039921875,627670101
RUE DE BETHUNE,1.0,62130,62130003,50.386,2.348,Gazole,Saint-Pol-sur-Ternoise,1.773164705882353,627670101
RUE DE BETHUNE,3.0,62130,62130003,50.386,2.348,E85,Saint-Pol-sur-Ternoise,1.035116666666667,627670101
RUE DE BETHUNE,5.0,62130,62130003,50.386,2.348,E10,Saint-Pol-sur-Ternoise,1.8339523809523808,627670101
RUE DE BETHUNE,6.0,62130,62130003,50.386,2.348,SP98,Saint-Pol-sur-Ternoise,1.892280487804878,627670101
Rue d'Arras,1.0,62130,62130002,50.381,2.342,Gazole,Saint-Michel-sur-Ternoise,1.7891475409836066,627670101
Rue d'Arras,5.0,62130,62130002,50.381,2.342,E10,Saint-Michel-sur-Ternoise,1.8457258064516129,627670101
Rue d'Arras,6.0,62130,62130002,50.381,2.342,SP98,Saint-Michel-sur-Ternoise,1.9257258064516127,627670101
184 rue du 19 mars 1962,1.0,1540,1540001,46.198,4.994,Gazole,VONNAS,1.7868507462686567,014570000
184 rue du 19 mars 1962,5.0,1540,1540001,46.198,4.994,E10,VONNAS,1.8294615384615385,014570000
184 rue du 19 mars 1962,6.0,1540,1540001,46.198,4.994,SP98,VONNAS,1.9107543859649123,014570000
zac les grand varays route de neuville,1.0,1540,1540003,46.213,4.995,Gazole,Vonnas,1.7577753623188406,014570000
zac les grand varays route de neuville,2.0,1540,1540003,46.213,4.995,SP95,Vonnas,1.8563819444444445,014570000
zac les grand varays route de neuville,5.0,1540,1540003,46.213,4.995,E10,Vonnas,1.801229007633588,014570000
185 AV DE COLMAR,1.0,68200,68200018,47.762,7.326,Gazole,MULHOUSE,1.7957306501547987,682241601
185 AV DE COLMAR,3.0,68200,68200018,47.762,7.326,E85,MULHOUSE,1.0764613003095975,682241601
185 AV DE COLMAR,5.0,68200,68200018,47.762,7.326,E10,MULHOUSE,1.826216718266254,682241601
185 AV DE COLMAR,6.0,68200,68200018,47.762,7.326,SP98,MULHOUSE,1.9106439628482972,682241601
185 BD JEAN MERMOZ,1.0,93380,93380010,48.973468486200005,2.3658464324,Gazole,Pierrefitte-sur-Seine,1.819254295532646,930590106
185 BD JEAN MERMOZ,3.0,93380,93380010,48.973468486200005,2.3658464324,E85,Pierrefitte-sur-Seine,1.1447142857142856,930590106
185 BD JEAN MERMOZ,4.0,93380,93380010,48.973468486200005,2.3658464324,GPLc,Pierrefitte-sur-Seine,0.914,930590106
185 BD JEAN MERMOZ,5.0,93380,93380010,48.973468486200005,2.3658464324,E10,Pierrefitte-sur-Seine,1.879058823529412,930590106
185 BD JEAN MERMOZ,6.0,93380,93380010,48.973468486200005,2.3658464324,SP98,Pierrefitte-sur-Seine,1.9677052238805968,930590106
185 ROUTE D'AVIGNON,1.0,30320,30320008,43.883624031929,4.4921964622743005,Gazole,BEZOUCE,1.9670588235294115,300390000
185 ROUTE D'AVIGNON,2.0,30320,30320008,43.883624031929,4.4921964622743005,SP95,BEZOUCE,1.974555555555556,300390000
185 ROUTE D'AVIGNON,6.0,30320,30320008,43.883624031929,4.4921964622743005,SP98,BEZOUCE,2.010846153846153,300390000
185 Rue du Touquet,1.0,59200,59200006,50.722,3.178,Gazole,TOURCOING,1.806390476190476,595990802
185 Rue du Touquet,3.0,59200,59200006,50.722,3.178,E85,TOURCOING,1.1356666666666666,595990802
185 Rue du Touquet,5.0,59200,59200006,50.722,3.178,E10,TOURCOING,1.8584285714285715,595990802
185 Rue du Touquet,6.0,59200,59200006,50.722,3.178,SP98,TOURCOING,1.9261956521739128,595990802
1850 ROUTE DE LALANDE,1.0,40400,40400002,43.833,-0.808,Gazole,Carcarès-Sainte-Croix,1.87065625,403130000
1850 ROUTE DE LALANDE,2.0,40400,40400002,43.833,-0.808,SP95,Carcarès-Sainte-Croix,1.976588235294117,403130000
1850 ROUTE DE LALANDE,4.0,40400,40400002,43.833,-0.808,GPLc,Carcarès-Sainte-Croix,0.966,403130000
1850 ROUTE DE LALANDE,6.0,40400,40400002,43.833,-0.808,SP98,Carcarès-Sainte-Croix,2.0276666666666667,403130000
RUE CHANZY,1.0,40400,40400001,43.829,-0.804,Gazole,TARTAS,1.878221238938053,403130000
RUE CHANZY,5.0,40400,40400001,43.829,-0.804,E10,TARTAS,1.9400625,403130000
RUE CHANZY,6.0,40400,40400001,43.829,-0.804,SP98,TARTAS,2.062666666666667,403130000
le claous,1.0,40400,40400004,43.828,-0.805,Gazole,TARTAS,1.7980196078431372,403130000
le claous,2.0,40400,40400004,43.828,-0.805,SP95,TARTAS,1.9044285714285716,403130000
le claous,6.0,40400,40400004,43.828,-0.805,SP98,TARTAS,1.9558,403130000
186 Avenue Gallieni,1.0,94160,94160001,48.847,2.416,Gazole,SAINT-MANDé,2.0211739130434783,751208001
186 Avenue Gallieni,5.0,94160,94160001,48.847,2.416,E10,SAINT-MANDé,2.0653636363636365,751208001
186 Avenue Gallieni,6.0,94160,94160001,48.847,2.416,SP98,SAINT-MANDé,2.1785454545454543,751208001
186 Avenue de Strasbourg,1.0,67170,67170006,48.70928,7.70777,Gazole,BRUMATH,1.7757709497206704,670670103
186 Avenue de Strasbourg,3.0,67170,67170006,48.70928,7.70777,E85,BRUMATH,1.049423076923077,670670103
186 Avenue de Strasbourg,5.0,67170,67170006,48.70928,7.70777,E10,BRUMATH,1.8177611111111112,670670103
186 Avenue de Strasbourg,6.0,67170,67170006,48.70928,7.70777,SP98,BRUMATH,1.9001077844311376,670670103
AUTOROUTE A4 AIRE DE BRUMATH EST,1.0,67170,67170009,48.7205793,7.696094599999999,Gazole,BRUMATH,1.97525,670670103
AUTOROUTE A4 AIRE DE BRUMATH EST,4.0,67170,67170009,48.7205793,7.696094599999999,GPLc,BRUMATH,1.0617142857142856,670670103
AUTOROUTE A4 AIRE DE BRUMATH EST,5.0,67170,67170009,48.7205793,7.696094599999999,E10,BRUMATH,2.0106901408450706,670670103
AUTOROUTE A4 AIRE DE BRUMATH EST,6.0,67170,67170009,48.7205793,7.696094599999999,SP98,BRUMATH,2.105417910447761,670670103
Aire de Brumath Ouest - Autoroute A4,1.0,67170,67170010,48.7241786,7.6910941,Gazole,Brumath,1.883140350877193,670670103
Aire de Brumath Ouest - Autoroute A4,3.0,67170,67170010,48.7241786,7.6910941,E85,Brumath,1.240125,670670103
Aire de Brumath Ouest - Autoroute A4,4.0,67170,67170010,48.7241786,7.6910941,GPLc,Brumath,1.092,670670103
Aire de Brumath Ouest - Autoroute A4,5.0,67170,67170010,48.7241786,7.6910941,E10,Brumath,1.9430727272727275,670670103
Aire de Brumath Ouest - Autoroute A4,6.0,67170,67170010,48.7241786,7.6910941,SP98,Brumath,2.028240740740741,670670103
186 Avenue de la Libération,1.0,72000,72000003,48.002,0.185,Gazole,LE MANS,1.7848928571428573,721811203
186 Avenue de la Libération,2.0,72000,72000003,48.002,0.185,SP95,LE MANS,1.88775,721811203
186 Avenue de la Libération,5.0,72000,72000003,48.002,0.185,E10,LE MANS,1.8555535714285716,721811203
186 Rue de Constantine,1.0,76000,76000009,49.449,1.067,Gazole,ROUEN,1.771865671641791,765400403
186 Rue de Constantine,3.0,76000,76000009,49.449,1.067,E85,ROUEN,1.0351782945736434,765400403
186 Rue de Constantine,5.0,76000,76000009,49.449,1.067,E10,ROUEN,1.8358,765400403
186 Rue de Constantine,6.0,76000,76000009,49.449,1.067,SP98,ROUEN,1.9016456692913384,765400403
186 Rue de Saintes,1.0,16000,16000004,45.661,0.14,Gazole,Angoulême,1.7480833333333332,160150402
186 Rue de Saintes,5.0,16000,16000004,45.661,0.14,E10,Angoulême,1.816880239520958,160150402
186 Rue de Saintes,6.0,16000,16000004,45.661,0.14,SP98,Angoulême,1.885317073170732,160150402
"186, Rue des Fusillés",1.0,59650,59650009,50.6119672751,3.15988065719,Gazole,Villeneuve-d'Ascq,1.8710943396226416,590090401
"186, Rue des Fusillés",2.0,59650,59650009,50.6119672751,3.15988065719,SP95,Villeneuve-d'Ascq,1.9868235294117649,590090401
"186, Rue des Fusillés",6.0,59650,59650009,50.6119672751,3.15988065719,SP98,Villeneuve-d'Ascq,2.01798,590090401
"186, avenue jean-jaurès",1.0,93370,93370001,48.899,2.549,Gazole,MONTFERMEIL,1.8404777777777777,930470104
"186, avenue jean-jaurès",2.0,93370,93370001,48.899,2.549,SP95,MONTFERMEIL,1.9393483146067416,930470104
"186, avenue jean-jaurès",5.0,93370,93370001,48.899,2.549,E10,MONTFERMEIL,1.8736292134831456,930470104
"186, avenue jean-jaurès",6.0,93370,93370001,48.899,2.549,SP98,MONTFERMEIL,1.9479550561797752,930470104
187 Rue Saint-Ladre,1.0,59400,59400005,50.163,3.248,Gazole,CAMBRAI,1.8428035087719297,591220107
187 Rue Saint-Ladre,2.0,59400,59400005,50.163,3.248,SP95,CAMBRAI,1.9300350877192984,591220107
187 Rue Saint-Ladre,6.0,59400,59400005,50.163,3.248,SP98,CAMBRAI,1.9558666666666669,591220107
188 AV DU GENERAL DE GAULLE,1.0,59510,59510003,50.664898917062,3.1827462575138,Gazole,HEM,1.774542168674699,592990201
188 AV DU GENERAL DE GAULLE,3.0,59510,59510003,50.664898917062,3.1827462575138,E85,HEM,1.0548562691131498,592990201
188 AV DU GENERAL DE GAULLE,4.0,59510,59510003,50.664898917062,3.1827462575138,GPLc,HEM,0.9637986577181208,592990201
188 AV DU GENERAL DE GAULLE,5.0,59510,59510003,50.664898917062,3.1827462575138,E10,HEM,1.84688,592990201
188 AV DU GENERAL DE GAULLE,6.0,59510,59510003,50.664898917062,3.1827462575138,SP98,HEM,1.9237735849056603,592990201
1880 route de strasbourg,1.0,69140,69140007,45.813,4.888,Gazole,Rillieux-la-Pape,1.867940298507463,692860402
1880 route de strasbourg,5.0,69140,69140007,45.813,4.888,E10,Rillieux-la-Pape,1.9208235294117648,692860402
1880 route de strasbourg,6.0,69140,69140007,45.813,4.888,SP98,Rillieux-la-Pape,2.026962962962963,692860402
"189, avenue de Saint Céré",1.0,46110,46110003,44.953,1.703,Gazole,VAYRAC,1.8835,463300000
"189, avenue de Saint Céré",5.0,46110,46110003,44.953,1.703,E10,VAYRAC,1.9346,463300000
"189, avenue de Saint Céré",6.0,46110,46110003,44.953,1.703,SP98,VAYRAC,1.987,463300000
18A Rue de Belfort,1.0,68210,68210001,47.634,7.122,Gazole,DANNEMARIE,1.8970357142857144,680680000
18A Rue de Belfort,5.0,68210,68210001,47.634,7.122,E10,DANNEMARIE,1.9041071428571428,680680000
18A Rue de Belfort,6.0,68210,68210001,47.634,7.122,SP98,DANNEMARIE,2.0037037037037035,680680000
"42, Rue de Belfort",1.0,68210,68210002,47.631,7.111,Gazole,Dannemarie,1.7845816326530612,680680000
"42, Rue de Belfort",5.0,68210,68210002,47.631,7.111,E10,Dannemarie,1.7957941176470589,680680000
"42, Rue de Belfort",6.0,68210,68210002,47.631,7.111,SP98,Dannemarie,1.872308510638298,680680000
19 AV JEAN JAURES,1.0,93000,93000011,48.906,2.445,Gazole,BOBIGNY,1.939763358778626,930080113
19 AV JEAN JAURES,5.0,93000,93000011,48.906,2.445,E10,BOBIGNY,1.986054794520548,930080113
19 AV JEAN JAURES,6.0,93000,93000011,48.906,2.445,SP98,BOBIGNY,2.106054794520548,930080113
19 AVENUE ADRIEN FAYOLLE,1.0,26400,26400002,44.726405006,5.03002404804,Gazole,CREST,1.852884984025559,261080103
19 AVENUE ADRIEN FAYOLLE,4.0,26400,26400002,44.726405006,5.03002404804,GPLc,CREST,1.0181693290734826,261080103
19 AVENUE ADRIEN FAYOLLE,5.0,26400,26400002,44.726405006,5.03002404804,E10,CREST,1.9279584664536744,261080103
19 AVENUE ADRIEN FAYOLLE,6.0,26400,26400002,44.726405006,5.03002404804,SP98,CREST,2.027511182108626,261080103
Lieu-dit La Plaine,1.0,26400,26400005,44.738,4.99,Gazole,Crest,1.8065,261080103
Lieu-dit La Plaine,2.0,26400,26400005,44.738,4.99,SP95,Crest,1.9273,261080103
ZAC LA CONDAMINE,1.0,26400,26400003,44.738190981442,5.0045675214729,Gazole,Crest,1.8228931297709925,261080103
ZAC LA CONDAMINE,5.0,26400,26400003,44.738190981442,5.0045675214729,E10,Crest,1.864358778625954,261080103
ZAC LA CONDAMINE,6.0,26400,26400003,44.738190981442,5.0045675214729,SP98,Crest,1.9466978417266187,261080103
19 Avenue 1ère Dfl,1.0,29200,29820002,48.376,-4.555,Gazole,Brest,1.7556136363636363,290190167
19 Avenue 1ère Dfl,5.0,29200,29820002,48.376,-4.555,E10,Brest,1.8145833333333328,290190167
19 Avenue 1ère Dfl,6.0,29200,29820002,48.376,-4.555,SP98,Brest,1.897022988505747,290190167
19 Avenue Marcel Pagnol,1.0,81300,81300005,43.767,1.995,Gazole,GRAULHET,1.7855925925925926,811050101
19 Avenue Marcel Pagnol,3.0,81300,81300005,43.767,1.995,E85,GRAULHET,1.04875,811050101
19 Avenue Marcel Pagnol,5.0,81300,81300005,43.767,1.995,E10,GRAULHET,1.805875,811050101
19 Avenue Marcel Pagnol,6.0,81300,81300005,43.767,1.995,SP98,GRAULHET,1.888611111111111,811050101
19 Avenue Rhin et Danube,1.0,81600,81600003,43.913,1.902,Gazole,Gaillac,1.7818595744680852,810990105
19 Avenue Rhin et Danube,2.0,81600,81600003,43.913,1.902,SP95,Gaillac,1.866670588235294,810990105
19 Avenue Rhin et Danube,3.0,81600,81600003,43.913,1.902,E85,Gaillac,1.0503076923076924,810990105
19 Avenue Rhin et Danube,4.0,81600,81600003,43.913,1.902,GPLc,Gaillac,1.02125,810990105
19 Avenue Rhin et Danube,5.0,81600,81600003,43.913,1.902,E10,Gaillac,1.8360414746543776,810990105
19 Avenue Rhin et Danube,6.0,81600,81600003,43.913,1.902,SP98,Gaillac,1.924157894736842,810990105
19 Avenue des Platanes,1.0,71160,71160001,46.483,3.975,Gazole,DIGOIN,1.8916886792452832,711760103
19 Avenue des Platanes,4.0,71160,71160001,46.483,3.975,GPLc,DIGOIN,0.98525,711760103
19 Avenue des Platanes,5.0,71160,71160001,46.483,3.975,E10,DIGOIN,1.944674418604651,711760103
19 Avenue des Platanes,6.0,71160,71160001,46.483,3.975,SP98,DIGOIN,2.0555853658536583,711760103
19 Avenue du Général Mazillier,1.0,21140,21140003,47.4923,4.34084,Gazole,Semur-en-Auxois,1.80584,216030102
19 Avenue du Général Mazillier,2.0,21140,21140003,47.4923,4.34084,SP95,Semur-en-Auxois,1.8644651162790695,216030102
19 Avenue du Général Mazillier,5.0,21140,21140003,47.4923,4.34084,E10,Semur-en-Auxois,1.8286190476190476,216030102
ROUTE DE DIJON,1.0,21140,21140002,47.49163,4.33834,Gazole,SEMUR-EN-AUXOIS,1.9025,216030102
ROUTE DE DIJON,2.0,21140,21140002,47.49163,4.33834,SP95,SEMUR-EN-AUXOIS,1.9677272727272728,216030102
ROUTE DE DIJON,3.0,21140,21140002,47.49163,4.33834,E85,SEMUR-EN-AUXOIS,1.2242857142857144,216030102
19 Avenue du Général de Gaulle,1.0,6340,6340001,43.757,7.32,Gazole,Drap,1.90375,060540000
19 Avenue du Général de Gaulle,2.0,6340,6340001,43.757,7.32,SP95,Drap,1.9765217391304348,060540000
19 Avenue du Général de Gaulle,6.0,6340,6340001,43.757,7.32,SP98,Drap,2.01,060540000
19 Avenue du Général de Gaulle,1.0,13580,13580003,43.551,5.202,Gazole,La Fare-les-Oliviers,1.830764705882353,130370101
19 Avenue du Général de Gaulle,2.0,13580,13580003,43.551,5.202,SP95,La Fare-les-Oliviers,1.915,130370101
19 Avenue du Général de Gaulle,3.0,13580,13580003,43.551,5.202,E85,La Fare-les-Oliviers,1.1132857142857142,130370101
19 Avenue du Livradois,1.0,63940,63940001,45.48106,3.72648,Gazole,Marsac-en-Livradois,1.9166666666666667,632110000
19 Avenue du Livradois,5.0,63940,63940001,45.48106,3.72648,E10,Marsac-en-Livradois,1.9808333333333328,632110000
19 Avenue du Livradois,6.0,63940,63940001,45.48106,3.72648,SP98,Marsac-en-Livradois,1.9965217391304348,632110000
19 BD DES FRERES VOISINS,1.0,75015,75015011,48.828,2.272,Gazole,Paris,1.8559446494464944,751156001
19 BD DES FRERES VOISINS,5.0,75015,75015011,48.828,2.272,E10,Paris,1.9203975903614456,751156001
19 BD DES FRERES VOISINS,6.0,75015,75015011,48.828,2.272,SP98,Paris,1.995363247863248,751156001
19 BIS RUE DES FONTAINES,1.0,49700,49700002,47.197,-0.275,Gazole,DOUé-LA-FONTAINE,1.8592129629629628,491250201
19 BIS RUE DES FONTAINES,5.0,49700,49700002,47.197,-0.275,E10,DOUé-LA-FONTAINE,1.9113962264150943,491250201
19 BIS RUE DES FONTAINES,6.0,49700,49700002,47.197,-0.275,SP98,DOUé-LA-FONTAINE,2.0133962264150944,491250201
ROUTE DE SAUMUR,1.0,49700,49700003,47.196,-0.265,Gazole,DOUÉ LA FONTAINE,1.7802441860465117,491250201
ROUTE DE SAUMUR,3.0,49700,49700003,47.196,-0.265,E85,DOUÉ LA FONTAINE,1.0192105263157891,491250201
ROUTE DE SAUMUR,5.0,49700,49700003,47.196,-0.265,E10,DOUÉ LA FONTAINE,1.8225967741935485,491250201
ROUTE DE SAUMUR,6.0,49700,49700003,47.196,-0.265,SP98,DOUÉ LA FONTAINE,1.894222222222222,491250201
19 BIS RUE DU DOCTEUR JEAN VIVARES,1.0,61290,61290002,48.527,0.75,Gazole,LONGNY AU PERCHE,1.7950000000000002,612300000
19 BIS RUE DU DOCTEUR JEAN VIVARES,5.0,61290,61290002,48.527,0.75,E10,LONGNY AU PERCHE,1.847886363636364,612300000
19 BIS RUE DU DOCTEUR JEAN VIVARES,6.0,61290,61290002,48.527,0.75,SP98,LONGNY AU PERCHE,1.9104857142857143,612300000
19 Bis avenue Berthelot,1.0,42152,42152007,45.49,4.552,Gazole,L'Horme,1.829670926517572,421100000
19 Bis avenue Berthelot,3.0,42152,42152007,45.49,4.552,E85,L'Horme,1.1214903846153847,421100000
19 Bis avenue Berthelot,5.0,42152,42152007,45.49,4.552,E10,L'Horme,1.9162756410256407,421100000
19 Bis avenue Berthelot,6.0,42152,42152007,45.49,4.552,SP98,L'Horme,2.01539175257732,421100000
38 TER AVENUE PASTEUR,1.0,42152,42152001,45.485,4.54,Gazole,L'HORME,1.7830479452054793,421100000
38 TER AVENUE PASTEUR,3.0,42152,42152001,45.485,4.54,E85,L'HORME,1.125260869565217,421100000
38 TER AVENUE PASTEUR,5.0,42152,42152001,45.485,4.54,E10,L'HORME,1.8395035971223024,421100000
38 TER AVENUE PASTEUR,6.0,42152,42152001,45.485,4.54,SP98,L'HORME,1.9258848920863307,421100000
Rue du Plat du Gier,1.0,42152,42152003,45.49103,4.55833,Gazole,L'HORME,1.7722393162393162,421100000
Rue du Plat du Gier,3.0,42152,42152003,45.49103,4.55833,E85,L'HORME,1.0417142857142856,421100000
Rue du Plat du Gier,5.0,42152,42152003,45.49103,4.55833,E10,L'HORME,1.836567567567568,421100000
Rue du Plat du Gier,6.0,42152,42152003,45.49103,4.55833,SP98,L'HORME,1.905047058823529,421100000
19 Boulevard Yves Mainguy,1.0,40000,40000001,43.883,-0.482,Gazole,MONT-DE-MARSAN,1.8222608695652172,401920101
19 Boulevard Yves Mainguy,2.0,40000,40000001,43.883,-0.482,SP95,MONT-DE-MARSAN,1.869,401920101
19 Boulevard Yves Mainguy,5.0,40000,40000001,43.883,-0.482,E10,MONT-DE-MARSAN,1.8834166666666663,401920101
19 Boulevard Yves Mainguy,6.0,40000,40000001,43.883,-0.482,SP98,MONT-DE-MARSAN,1.9503333333333333,401920101
19 RUE GABRIEL PERI,1.0,95500,95500012,48.99401,2.42407,Gazole,GONESSE,1.8311086261980836,952770302
19 RUE GABRIEL PERI,3.0,95500,95500012,48.99401,2.42407,E85,GONESSE,1.0658370607028755,952770302
19 RUE GABRIEL PERI,5.0,95500,95500012,48.99401,2.42407,E10,GONESSE,1.8637476038338656,952770302
19 RUE GABRIEL PERI,6.0,95500,95500012,48.99401,2.42407,SP98,GONESSE,1.93591637630662,952770302
19 RUE NATIONALE,1.0,54260,54260001,49.507,5.632,Gazole,TELLANCOURT,1.8454545454545452,545140000
19 RUE NATIONALE,5.0,54260,54260001,49.507,5.632,E10,TELLANCOURT,1.9307142857142856,545140000
19 RUE NATIONALE,6.0,54260,54260001,49.507,5.632,SP98,TELLANCOURT,1.98875,545140000
19 RUE NATIONALE,1.0,57600,57600015,49.19,6.908,Gazole,FORBACH,1.8192477064220185,572270109
19 RUE NATIONALE,3.0,57600,57600015,49.19,6.908,E85,FORBACH,1.0881651376146788,572270109
19 RUE NATIONALE,4.0,57600,57600015,49.19,6.908,GPLc,FORBACH,0.939,572270109
19 RUE NATIONALE,5.0,57600,57600015,49.19,6.908,E10,FORBACH,1.8689908256880732,572270109
19 RUE NATIONALE,6.0,57600,57600015,49.19,6.908,SP98,FORBACH,1.9486024464831804,572270109
19 Route de Blois,1.0,45380,45380001,47.88628,1.82822,Gazole,LA CHAPELLE-SAINT-MESMIN,1.854,450750103
19 Route de Blois,3.0,45380,45380001,47.88628,1.82822,E85,LA CHAPELLE-SAINT-MESMIN,1.0414,450750103
19 Route de Blois,5.0,45380,45380001,47.88628,1.82822,E10,LA CHAPELLE-SAINT-MESMIN,1.890090909090909,450750103
19 Route de Blois,6.0,45380,45380001,47.88628,1.82822,SP98,LA CHAPELLE-SAINT-MESMIN,1.942058823529412,450750103
19 Route de Lunéville,1.0,57400,57402001,48.732,7.046,Gazole,SARREBOURG,1.7972,576300101
19 Route de Lunéville,3.0,57400,57402001,48.732,7.046,E85,SARREBOURG,1.0142903225806452,576300101
19 Route de Lunéville,5.0,57400,57402001,48.732,7.046,E10,SARREBOURG,1.8030125,576300101
19 Route de Lunéville,6.0,57400,57402001,48.732,7.046,SP98,SARREBOURG,1.880537313432836,576300101
19 Route de Reims,1.0,60350,60350002,49.401,2.994,Gazole,Trosly-Breuil,1.7968089171974522,606470000
19 Route de Reims,3.0,60350,60350002,49.401,2.994,E85,Trosly-Breuil,1.0304848484848486,606470000
19 Route de Reims,5.0,60350,60350002,49.401,2.994,E10,Trosly-Breuil,1.8461761006289303,606470000
19 Route de Reims,6.0,60350,60350002,49.401,2.994,SP98,Trosly-Breuil,1.924046153846154,606470000
19 Route de Saint Brieuc,1.0,22470,22470001,48.746461270705,-2.9823067889025,Gazole,Plouézec,1.7733225806451614,222140000
19 Route de Saint Brieuc,5.0,22470,22470001,48.746461270705,-2.9823067889025,E10,Plouézec,1.8343620689655171,222140000
19 Route de Saint Brieuc,6.0,22470,22470001,48.746461270705,-2.9823067889025,SP98,Plouézec,1.89511320754717,222140000
19 Route de Saint-Pourçain,1.0,3110,3110001,46.155,3.394,Gazole,CHARMEIL,1.8886091954022988,030600000
19 Route de Saint-Pourçain,5.0,3110,3110001,46.155,3.394,E10,CHARMEIL,1.944125,030600000
19 Rue Saffin,1.0,47320,47320002,44.36109,0.38049,Gazole,Clairac,1.924,470650000
19 Rue Saffin,2.0,47320,47320002,44.36109,0.38049,SP95,Clairac,1.9965,470650000
19 Rue Saffin,6.0,47320,47320002,44.36109,0.38049,SP98,Clairac,2.044,470650000
Quai Gambetta,1.0,47320,47320003,44.357,0.382,Gazole,CLAIRAC,1.809,470650000
Quai Gambetta,5.0,47320,47320003,44.357,0.382,E10,CLAIRAC,1.847695652173913,470650000
Quai Gambetta,6.0,47320,47320003,44.357,0.382,SP98,CLAIRAC,1.9259565217391303,470650000
19 Rue de Besançon,1.0,25410,25410007,47.187,5.825,Gazole,Saint-Vit,1.7977196261682242,255270000
19 Rue de Besançon,2.0,25410,25410007,47.187,5.825,SP95,Saint-Vit,1.8599158878504676,255270000
19 Rue de Besançon,5.0,25410,25410007,47.187,5.825,E10,Saint-Vit,1.823644859813084,255270000
2 Rue de Besançon,1.0,25410,25410004,47.184,5.815,Gazole,Saint-Vit,1.80773417721519,255270000
2 Rue de Besançon,2.0,25410,25410004,47.184,5.815,SP95,Saint-Vit,1.8557169811320755,255270000
2 Rue de Besançon,4.0,25410,25410004,47.184,5.815,GPLc,Saint-Vit,0.974,255270000
2 Rue de Besançon,6.0,25410,25410004,47.184,5.815,SP98,Saint-Vit,1.909325581395349,255270000
ZAC LES BELLES OUVRIERES,1.0,25410,25410002,47.18667,5.82766,Gazole,SAINT-VIT,1.7814597701149424,255270000
ZAC LES BELLES OUVRIERES,3.0,25410,25410002,47.18667,5.82766,E85,SAINT-VIT,1.0489555555555554,255270000
ZAC LES BELLES OUVRIERES,5.0,25410,25410002,47.18667,5.82766,E10,SAINT-VIT,1.8345774647887323,255270000
ZAC LES BELLES OUVRIERES,6.0,25410,25410002,47.18667,5.82766,SP98,SAINT-VIT,1.909809523809524,255270000
19 Rue de Verdun,1.0,28210,28210003,48.65,1.538,Gazole,Lormaye,1.880769230769231,281130000
19 Rue de Verdun,5.0,28210,28210003,48.65,1.538,E10,Lormaye,1.9334295302013425,281130000
19 Rue de Verdun,6.0,28210,28210003,48.65,1.538,SP98,Lormaye,2.0268454545454544,281130000
19 Rue de l'Avenir,1.0,67660,67660003,48.898,7.912,Gazole,BETSCHDORF,1.810442307692308,673390000
19 Rue de l'Avenir,5.0,67660,67660003,48.898,7.912,E10,BETSCHDORF,1.81775,673390000
19 Rue de l'Avenir,6.0,67660,67660003,48.898,7.912,SP98,BETSCHDORF,1.877578947368421,673390000
71 RUE DU DOCTEUR DEUTSCH,1.0,67660,67660002,48.89911,7.90872,Gazole,Betschdorf,1.9516666666666669,673390000
71 RUE DU DOCTEUR DEUTSCH,2.0,67660,67660002,48.89911,7.90872,SP95,Betschdorf,1.9433333333333331,673390000
19 avenue Berthelot,1.0,38200,38200017,45.538,4.874,Gazole,Vienne,1.8322432432432436,385440401
19 avenue Berthelot,2.0,38200,38200017,45.538,4.874,SP95,Vienne,1.915,385440401
19 avenue Berthelot,6.0,38200,38200017,45.538,4.874,SP98,Vienne,1.9590270270270276,385440401
19 avenue Edouard Hérriot,1.0,69651,69651001,45.979,4.733,Gazole,Limas,1.885055,692640203
19 avenue Edouard Hérriot,3.0,69651,69651001,45.979,4.733,E85,Limas,1.0968785046728973,692640203
19 avenue Edouard Hérriot,5.0,69651,69651001,45.979,4.733,E10,Limas,1.9326047619047615,692640203
19 avenue Edouard Hérriot,6.0,69651,69651001,45.979,4.733,SP98,Limas,2.00542523364486,692640203
19 boulevard du Dr Dentu,1.0,61120,61120003,48.935,0.199,Gazole,Vimoutiers,1.8431333333333333,615080000
19 boulevard du Dr Dentu,2.0,61120,61120003,48.935,0.199,SP95,Vimoutiers,1.8685357142857144,615080000
19 boulevard du Dr Dentu,6.0,61120,61120003,48.935,0.199,SP98,Vimoutiers,1.8948928571428567,615080000
