Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,DISP_TP6019,DISP_Q119,DISP_MED19
 Avenue de la Libération,1.0,74800,74800001,46.06989,6.30528,Gazole,LA ROCHE-SUR-FORON,1.5748701298701298,742240102,11.9,17050,23560
 Avenue de la Libération,2.0,74800,74800001,46.06989,6.30528,SP95,LA ROCHE-SUR-FORON,1.6537792207792208,742240102,11.9,17050,23560
 Avenue des Tilleuls,1.0,1170,1170005,46.33522,6.058,Gazole,GEX,1.4893846153846155,011730101,14.2,18240,28960
 Avenue des Tilleuls,2.0,1170,1170005,46.33522,6.058,SP95,GEX,1.5647692307692307,011730101,14.2,18240,28960
 Avenue des Tilleuls,6.0,1170,1170005,46.33522,6.058,SP98,GEX,1.5992307692307692,011730101,14.2,18240,28960
 Avenue des frères Robinson,1.0,33700,33700010,44.85136,-0.65538,Gazole,MéRIGNAC,1.4371612903225808,332810201,11.0,17070,21740
 Avenue des frères Robinson,5.0,33700,33700010,44.85136,-0.65538,E10,MéRIGNAC,1.48478125,332810201,11.0,17070,21740
 Avenue des frères Robinson,6.0,33700,33700010,44.85136,-0.65538,SP98,MéRIGNAC,1.5728275862068966,332810201,11.0,17070,21740
 Avenue du Général de Gaulle,1.0,30130,30130003,44.24715,4.64431,Gazole,PONT-SAINT-ESPRIT,1.4332978723404255,302020103,15.5,15750,21260
 Avenue du Général de Gaulle,2.0,30130,30130003,44.24715,4.64431,SP95,PONT-SAINT-ESPRIT,1.5043333333333333,302020103,15.5,15750,21260
 Avenue du Général de Gaulle,5.0,30130,30130003,44.24715,4.64431,E10,PONT-SAINT-ESPRIT,1.451875,302020103,15.5,15750,21260
 Avenue du Général de Gaulle,6.0,30130,30130003,44.24715,4.64431,SP98,PONT-SAINT-ESPRIT,1.532522727272727,302020103,15.5,15750,21260
 Avenue du Souvenir Français,1.0,11000,11000001,43.20854,2.38316,Gazole,CARCASSONNE,1.4110972222222222,110690302,31.9,12020,16850
 Avenue du Souvenir Français,4.0,11000,11000001,43.20854,2.38316,GPLc,CARCASSONNE,0.8891333333333333,110690302,31.9,12020,16850
 Avenue du Souvenir Français,5.0,11000,11000001,43.20854,2.38316,E10,CARCASSONNE,1.4541149425287356,110690302,31.9,12020,16850
 Avenue du Souvenir Français,6.0,11000,11000001,43.20854,2.38316,SP98,CARCASSONNE,1.5234117647058825,110690302,31.9,12020,16850
AVENUE DU 3ème RPIMA,1.0,11000,11000003,43.207,2.386,Gazole,Carcassonne,1.507777777777778,110690302,31.9,12020,16850
AVENUE DU 3ème RPIMA,5.0,11000,11000003,43.207,2.386,E10,Carcassonne,1.522935483870968,110690302,31.9,12020,16850
AVENUE DU 3ème RPIMA,6.0,11000,11000003,43.207,2.386,SP98,Carcassonne,1.6327,110690302,31.9,12020,16850
 Boulevard Auguste Comte,1.0,24100,24100007,44.84832,0.49248,Gazole,BERGERAC,1.4088235294117646,240370101,17.3,15090,20510
 Boulevard Auguste Comte,2.0,24100,24100007,44.84832,0.49248,SP95,BERGERAC,1.512,240370101,17.3,15090,20510
 Boulevard Auguste Comte,6.0,24100,24100007,44.84832,0.49248,SP98,BERGERAC,1.5322307692307693,240370101,17.3,15090,20510
RUE DES DOCTEURS VIZERIE,1.0,24100,24100014,44.84985,0.49295,Gazole,BERGERAC,1.410932394366197,240370101,17.3,15090,20510
RUE DES DOCTEURS VIZERIE,3.0,24100,24100014,44.84985,0.49295,E85,BERGERAC,0.7121267605633802,240370101,17.3,15090,20510
RUE DES DOCTEURS VIZERIE,4.0,24100,24100014,44.84985,0.49295,GPLc,BERGERAC,0.8099295774647888,240370101,17.3,15090,20510
RUE DES DOCTEURS VIZERIE,5.0,24100,24100014,44.84985,0.49295,E10,BERGERAC,1.4568140845070423,240370101,17.3,15090,20510
RUE DES DOCTEURS VIZERIE,6.0,24100,24100014,44.84985,0.49295,SP98,BERGERAC,1.551225352112676,240370101,17.3,15090,20510
Route de Sainte Alvère,1.0,24100,24100008,44.8533552754,0.513779259572,Gazole,BERGERAC,1.4082596153846154,240370101,17.3,15090,20510
Route de Sainte Alvère,2.0,24100,24100008,44.8533552754,0.513779259572,SP95,BERGERAC,1.5013586206896552,240370101,17.3,15090,20510
Route de Sainte Alvère,6.0,24100,24100008,44.8533552754,0.513779259572,SP98,BERGERAC,1.5339117647058824,240370101,17.3,15090,20510
 Boulevard Berthelot,1.0,63000,63000016,45.78019,3.07141,Gazole,CLERMONT-FERRAND,1.4427592592592593,631131701,15.4,15910,21930
 Boulevard Berthelot,5.0,63000,63000016,45.78019,3.07141,E10,CLERMONT-FERRAND,1.47325625,631131701,15.4,15910,21930
 Boulevard Berthelot,6.0,63000,63000016,45.78019,3.07141,SP98,CLERMONT-FERRAND,1.554538961038961,631131701,15.4,15910,21930
 Boulevard Camille Blanc,1.0,34200,34200001,43.40721,3.66917,Gazole,SèTE,1.4082021276595744,343010702,12.6,17120,23620
 Boulevard Camille Blanc,2.0,34200,34200001,43.40721,3.66917,SP95,SèTE,1.4889787234042553,343010702,12.6,17120,23620
 Boulevard Camille Blanc,5.0,34200,34200001,43.40721,3.66917,E10,SèTE,1.448767123287671,343010702,12.6,17120,23620
 Boulevard Camille Blanc,6.0,34200,34200001,43.40721,3.66917,SP98,SèTE,1.5331279069767445,343010702,12.6,17120,23620
79 boulevard camille,1.0,34200,34200012,43.408,3.67,Gazole,SETE,1.4581,343010702,12.6,17120,23620
79 boulevard camille,2.0,34200,34200012,43.408,3.67,SP95,SETE,1.4806,343010702,12.6,17120,23620
79 boulevard camille,5.0,34200,34200012,43.408,3.67,E10,SETE,1.4973478260869566,343010702,12.6,17120,23620
79 boulevard camille,6.0,34200,34200012,43.408,3.67,SP98,SETE,1.5651290322580649,343010702,12.6,17120,23620
 Boulevard Lacaussade,1.0,65000,65000009,43.23426,0.05428,Gazole,TARBES,1.4519000000000002,654400701,22.8,13540,18170
 Boulevard Lacaussade,2.0,65000,65000009,43.23426,0.05428,SP95,TARBES,1.525875,654400701,22.8,13540,18170
 Boulevard Lacaussade,6.0,65000,65000009,43.23426,0.05428,SP98,TARBES,1.5728461538461538,654400701,22.8,13540,18170
 Boulevard Paul Langevin,1.0,44220,44220005,47.21363,-1.72222,Gazole,COUERON,1.405,440470103,7.6,18350,23040
 Boulevard Paul Langevin,2.0,44220,44220005,47.21363,-1.72222,SP95,COUERON,1.5196097560975608,440470103,7.6,18350,23040
 Boulevard Paul Langevin,5.0,44220,44220005,47.21363,-1.72222,E10,COUERON,1.462906976744186,440470103,7.6,18350,23040
6 Rue des Ardillets,1.0,44220,44220003,47.21344,-1.719,Gazole,COUëRON,1.4941410256410257,440470103,7.6,18350,23040
6 Rue des Ardillets,2.0,44220,44220003,47.21344,-1.719,SP95,COUëRON,1.5912564102564102,440470103,7.6,18350,23040
 Boulevard des Miquelots,1.0,33260,33260005,44.61039,-1.146,Gazole,LA TESTE-DE-BUCH,1.4144859813084112,335290107,11.7,16890,22690
 Boulevard des Miquelots,2.0,33260,33260005,44.61039,-1.146,SP95,LA TESTE-DE-BUCH,1.4908119658119658,335290107,11.7,16890,22690
 Boulevard des Miquelots,3.0,33260,33260005,44.61039,-1.146,E85,LA TESTE-DE-BUCH,0.6844285714285715,335290107,11.7,16890,22690
 Boulevard des Miquelots,5.0,33260,33260005,44.61039,-1.146,E10,LA TESTE-DE-BUCH,1.4545086206896551,335290107,11.7,16890,22690
 Chemin Jean de Bouc,1.0,13120,13120004,43.46422,5.4868,Gazole,GARDANNE,1.53,130410103,9.8,17630,23130
 Chemin Jean de Bouc,2.0,13120,13120004,43.46422,5.4868,SP95,GARDANNE,1.5913333333333333,130410103,9.8,17630,23130
 Chemin Jean de Bouc,5.0,13120,13120004,43.46422,5.4868,E10,GARDANNE,1.5837777777777775,130410103,9.8,17630,23130
 Chemin Jean de Bouc,6.0,13120,13120004,43.46422,5.4868,SP98,GARDANNE,1.6312727272727272,130410103,9.8,17630,23130
 Place Francisco Ferrer,1.0,76350,76350001,49.34583,1.09642,Gazole,OISSEL,1.4038125,764840103,14.8,15540,20470
 Place Francisco Ferrer,5.0,76350,76350001,49.34583,1.09642,E10,OISSEL,1.4443478260869564,764840103,14.8,15540,20470
 Place Francisco Ferrer,6.0,76350,76350001,49.34583,1.09642,SP98,OISSEL,1.5334,764840103,14.8,15540,20470
 Place Max Barel,1.0,6300,6300002,43.70049,7.28739,Gazole,NICE,1.5147272727272727,060880205,18.6,14620,21170
 Place Max Barel,2.0,6300,6300002,43.70049,7.28739,SP95,NICE,1.5476052631578947,060880205,18.6,14620,21170
 Place Max Barel,6.0,6300,6300002,43.70049,7.28739,SP98,NICE,1.6247105263157893,060880205,18.6,14620,21170
 Quai de Dion-Bouton,1.0,92800,92800007,48.88019,2.24471,Gazole,PUTEAUX,1.6138387096774194,920620404,8.9,24430,37070
 Quai de Dion-Bouton,5.0,92800,92800007,48.88019,2.24471,E10,PUTEAUX,1.6255853658536583,920620404,8.9,24430,37070
 Route de Bourges,1.0,18200,18200005,46.73695,2.48848,Gazole,SAINT-AMAND-MONTROND,1.425990476190476,181970104,10.5,16310,21870
 Route de Bourges,2.0,18200,18200005,46.73695,2.48848,SP95,SAINT-AMAND-MONTROND,1.501980198019802,181970104,10.5,16310,21870
 Route de Bourges,5.0,18200,18200005,46.73695,2.48848,E10,SAINT-AMAND-MONTROND,1.4680555555555557,181970104,10.5,16310,21870
 Route de Bourges,6.0,18200,18200005,46.73695,2.48848,SP98,SAINT-AMAND-MONTROND,1.5270405405405407,181970104,10.5,16310,21870
ROUTE DE CHARENTON,1.0,18200,18200007,46.722,2.532,Gazole,Saint-Amand-Montrond,1.4297767857142858,181970104,10.5,16310,21870
ROUTE DE CHARENTON,2.0,18200,18200007,46.722,2.532,SP95,Saint-Amand-Montrond,1.5148818181818182,181970104,10.5,16310,21870
ROUTE DE CHARENTON,6.0,18200,18200007,46.722,2.532,SP98,Saint-Amand-Montrond,1.548258064516129,181970104,10.5,16310,21870
 Route de Grenoble,1.0,6200,6200014,43.75864,7.1998,Gazole,Nice,1.4272548672566372,060883301,29.8,12430,19230
 Route de Grenoble,5.0,6200,6200014,43.75864,7.1998,E10,Nice,1.4584300884955754,060883301,29.8,12430,19230
 Route de Grenoble,6.0,6200,6200014,43.75864,7.1998,SP98,Nice,1.5254654867256638,060883301,29.8,12430,19230
606 boulevard du mercantour,1.0,6200,6201001,43.73,7.186,Gazole,Nice,1.409696470588235,060883301,29.8,12430,19230
606 boulevard du mercantour,2.0,6200,6201001,43.73,7.186,SP95,Nice,1.489171021377672,060883301,29.8,12430,19230
606 boulevard du mercantour,4.0,6200,6201001,43.73,7.186,GPLc,Nice,0.7718133971291866,060883301,29.8,12430,19230
606 boulevard du mercantour,5.0,6200,6201001,43.73,7.186,E10,Nice,1.4430591016548462,060883301,29.8,12430,19230
606 boulevard du mercantour,6.0,6200,6201001,43.73,7.186,SP98,Nice,1.513,060883301,29.8,12430,19230
Boulevard du Mercantour - Quartier Saint Isidore,1.0,6200,6201002,43.708,7.189,Gazole,Nice,1.4038897637795276,060883301,29.8,12430,19230
Boulevard du Mercantour - Quartier Saint Isidore,2.0,6200,6201002,43.708,7.189,SP95,Nice,1.48420703125,060883301,29.8,12430,19230
Boulevard du Mercantour - Quartier Saint Isidore,4.0,6200,6201002,43.708,7.189,GPLc,Nice,0.7715469613259669,060883301,29.8,12430,19230
Boulevard du Mercantour - Quartier Saint Isidore,5.0,6200,6201002,43.708,7.189,E10,Nice,1.433609375,060883301,29.8,12430,19230
Boulevard du Mercantour - Quartier Saint Isidore,6.0,6200,6201002,43.708,7.189,SP98,Nice,1.5068823529411766,060883301,29.8,12430,19230
RD 6202,1.0,6670,6670007,43.76,7.2,Gazole,COLOMARS,1.4175384615384614,060883301,29.8,12430,19230
RD 6202,5.0,6670,6670007,43.76,7.2,E10,COLOMARS,1.4469076923076922,060883301,29.8,12430,19230
RD 6202,6.0,6670,6670007,43.76,7.2,SP98,COLOMARS,1.5247415384615386,060883301,29.8,12430,19230
 Route de Lafrançaise,1.0,82100,82100002,44.04702,1.11727,Gazole,CASTELSARRASIN,1.50921568627451,820330103,20.6,14270,19410
 Route de Lafrançaise,5.0,82100,82100002,44.04702,1.11727,E10,CASTELSARRASIN,1.567388888888889,820330103,20.6,14270,19410
 Route de Lafrançaise,6.0,82100,82100002,44.04702,1.11727,SP98,CASTELSARRASIN,1.6775555555555557,820330103,20.6,14270,19410
 Route de Paris,1.0,62280,62280001,50.70586,1.61382,Gazole,SAINT-MARTIN-BOULOGNE,1.4237428571428572,627580102,,15150,20510
 Route de Paris,2.0,62280,62280001,50.70586,1.61382,SP95,SAINT-MARTIN-BOULOGNE,1.500909090909091,627580102,,15150,20510
 Route de Paris,5.0,62280,62280001,50.70586,1.61382,E10,SAINT-MARTIN-BOULOGNE,1.499,627580102,,15150,20510
 Route de Paris,6.0,62280,62280001,50.70586,1.61382,SP98,SAINT-MARTIN-BOULOGNE,1.5180285714285715,627580102,,15150,20510
 Route de Strasbourg,1.0,69140,69140005,45.81737,4.89146,Gazole,RILLIEUX-LA-PAPE,1.4090259740259738,692860502,12.4,16190,22060
 Route de Strasbourg,2.0,69140,69140005,45.81737,4.89146,SP95,RILLIEUX-LA-PAPE,1.4867014925373134,692860502,12.4,16190,22060
 Route de Strasbourg,6.0,69140,69140005,45.81737,4.89146,SP98,RILLIEUX-LA-PAPE,1.5426617647058825,692860502,12.4,16190,22060
 Route de la Baule,1.0,44350,44350006,47.30616,-2.40835,Gazole,GUéRANDE,1.410285714285714,440690105,9.3,19040,25250
 Route de la Baule,3.0,44350,44350006,47.30616,-2.40835,E85,GUéRANDE,0.619,440690105,9.3,19040,25250
 Route de la Baule,5.0,44350,44350006,47.30616,-2.40835,E10,GUéRANDE,1.4667948717948718,440690105,9.3,19040,25250
 Route de la Baule,6.0,44350,44350006,47.30616,-2.40835,SP98,GUéRANDE,1.5483684210526316,440690105,9.3,19040,25250
ROUTE DE LA BAULE,1.0,44350,44350001,47.291,-2.398,Gazole,GUERANDE,1.4184845360824745,440690105,9.3,19040,25250
ROUTE DE LA BAULE,2.0,44350,44350001,47.291,-2.398,SP95,GUERANDE,1.5085168539325844,440690105,9.3,19040,25250
ROUTE DE LA BAULE,6.0,44350,44350001,47.291,-2.398,SP98,GUERANDE,1.5538588235294115,440690105,9.3,19040,25250
 Route de la Parcelle,1.0,40100,40100005,43.69283,-1.05422,Gazole,Dax,1.4022448979591835,400880105,13.0,16120,21000
 Route de la Parcelle,2.0,40100,40100005,43.69283,-1.05422,SP95,Dax,1.5012545454545454,400880105,13.0,16120,21000
 Route de la Parcelle,3.0,40100,40100005,43.69283,-1.05422,E85,Dax,0.689,400880105,13.0,16120,21000
 Route de la Parcelle,5.0,40100,40100005,43.69283,-1.05422,E10,Dax,1.4565408163265303,400880105,13.0,16120,21000
 Route de la Parcelle,6.0,40100,40100005,43.69283,-1.05422,SP98,Dax,1.54325,400880105,13.0,16120,21000
 Rue Albert Camus,1.0,71200,71200007,46.80299,4.45396,Gazole,Le Creusot,1.459655172413793,711530109,12.2,16020,20810
 Rue Albert Camus,5.0,71200,71200007,46.80299,4.45396,E10,Le Creusot,1.470875,711530109,12.2,16020,20810
 Rue Albert Camus,6.0,71200,71200007,46.80299,4.45396,SP98,Le Creusot,1.5430967741935484,711530109,12.2,16020,20810
rue de pologne,1.0,71200,71200004,46.8032742153,4.454375231289999,Gazole,LE CREUSOT,1.437,711530109,12.2,16020,20810
rue de pologne,2.0,71200,71200004,46.8032742153,4.454375231289999,SP95,LE CREUSOT,1.409,711530109,12.2,16020,20810
rue de pologne,3.0,71200,71200004,46.8032742153,4.454375231289999,E85,LE CREUSOT,1.485,711530109,12.2,16020,20810
rue de pologne,5.0,71200,71200004,46.8032742153,4.454375231289999,E10,LE CREUSOT,1.462214953271028,711530109,12.2,16020,20810
rue de pologne,6.0,71200,71200004,46.8032742153,4.454375231289999,SP98,LE CREUSOT,1.5304464285714288,711530109,12.2,16020,20810
 Rue Colbert,1.0,14500,14500008,48.8467,-0.88722,Gazole,VIRE,1.472459459459459,147620202,31.4,12570,15710
 Rue Colbert,2.0,14500,14500008,48.8467,-0.88722,SP95,VIRE,1.5474324324324324,147620202,31.4,12570,15710
13 Rue de Caen,1.0,14500,14051003,48.85166,-0.88117000000001,Gazole,Vire,1.536,147620202,31.4,12570,15710
13 Rue de Caen,5.0,14500,14051003,48.85166,-0.88117000000001,E10,Vire,1.5704285714285713,147620202,31.4,12570,15710
PARC COMMERCIAL DE LA DOUITEE,1.0,14500,14500003,48.847,-0.887,Gazole,VIRE,1.4162363636363635,147620202,31.4,12570,15710
PARC COMMERCIAL DE LA DOUITEE,2.0,14500,14500003,48.847,-0.887,SP95,VIRE,1.5015,147620202,31.4,12570,15710
PARC COMMERCIAL DE LA DOUITEE,6.0,14500,14500003,48.847,-0.887,SP98,VIRE,1.5336049382716048,147620202,31.4,12570,15710
 Rue Commandant Charcot,1.0,69110,69110004,45.7489,4.79384,Gazole,SAINTE-FOY-LèS-LYON,1.5157241379310344,692020201,,18520,23620
 Rue Jean-Baptiste Berlier,1.0,42800,42800001,45.52641,4.6085,Gazole,RIVE-DE-GIER,1.4075,421860102,16.3,15080,20080
 Rue Jean-Baptiste Berlier,2.0,42800,42800001,45.52641,4.6085,SP95,RIVE-DE-GIER,1.4696489361702127,421860102,16.3,15080,20080
 Rue Jean-Baptiste Berlier,6.0,42800,42800001,45.52641,4.6085,SP98,RIVE-DE-GIER,1.5038777777777776,421860102,16.3,15080,20080
 Rue Johannes Gutenberg,1.0,59270,59270003,50.73084,2.74532,Gazole,BAILLEUL,1.4061,590430501,8.7,18390,23640
 Rue Johannes Gutenberg,5.0,59270,59270003,50.73084,2.74532,E10,BAILLEUL,1.4391851851851851,590430501,8.7,18390,23640
 Rue Johannes Gutenberg,6.0,59270,59270003,50.73084,2.74532,SP98,BAILLEUL,1.5021851851851853,590430501,8.7,18390,23640
Avenue des Nations Unies,1.0,59270,59270002,50.724,2.74,Gazole,BAILLEUL,1.384642857142857,590430501,8.7,18390,23640
Avenue des Nations Unies,5.0,59270,59270002,50.724,2.74,E10,BAILLEUL,1.423264,590430501,8.7,18390,23640
Avenue des Nations Unies,6.0,59270,59270002,50.724,2.74,SP98,BAILLEUL,1.4998101265822783,590430501,8.7,18390,23640
 Rue Mollien,1.0,62100,62100019,50.95638,1.86732,Gazole,CALAIS,1.4923333333333333,621930202,34.3,11310,15610
 Rue Mollien,5.0,62100,62100019,50.95638,1.86732,E10,CALAIS,1.5676363636363635,621930202,34.3,11310,15610
 Rue Olivier de Serres,1.0,30100,30100001,44.10715,4.09387,Gazole,ALèS,1.401287356321839,300070107,21.5,13950,19630
 Rue Olivier de Serres,2.0,30100,30100001,44.10715,4.09387,SP95,ALèS,1.5035882352941177,300070107,21.5,13950,19630
 Rue Olivier de Serres,5.0,30100,30100001,44.10715,4.09387,E10,ALèS,1.43943661971831,300070107,21.5,13950,19630
 Rue Olivier de Serres,6.0,30100,30100001,44.10715,4.09387,SP98,ALèS,1.5203725490196078,300070107,21.5,13950,19630
44 AV CARNOT,1.0,30100,30100014,44.12127978458,4.0866983179993,Gazole,ALES,1.51684375,300070107,21.5,13950,19630
44 AV CARNOT,2.0,30100,30100014,44.12127978458,4.0866983179993,SP95,ALES,1.596,300070107,21.5,13950,19630
44 AV CARNOT,6.0,30100,30100014,44.12127978458,4.0866983179993,SP98,ALES,1.6556521739130434,300070107,21.5,13950,19630
 Rue Pierre Rollin,1.0,80090,80090003,49.87696,2.31292,Gazole,AMIENS,1.514135135135135,800210801,29.6,12420,17020
 Rue Pierre Rollin,5.0,80090,80090003,49.87696,2.31292,E10,AMIENS,1.5614528301886792,800210801,29.6,12420,17020
 Rue Roger Salengro,1.0,62710,62710002,50.45943,2.95328,Gazole,COURRIèRES,1.4076774193548387,622500104,29.5,12480,17090
 Rue Roger Salengro,2.0,62710,62710002,50.45943,2.95328,SP95,COURRIèRES,1.45,622500104,29.5,12480,17090
 Rue Roger Salengro,5.0,62710,62710002,50.45943,2.95328,E10,COURRIèRES,1.4400666666666666,622500104,29.5,12480,17090
 Rue Roger Salengro,6.0,62710,62710002,50.45943,2.95328,SP98,COURRIèRES,1.5107777777777778,622500104,29.5,12480,17090
 Rue de Bretagne,1.0,53100,53100001,48.30817,-0.62956,Gazole,MAYENNE,1.413878787878788,531470105,18.2,15050,20430
 Rue de Bretagne,2.0,53100,53100001,48.30817,-0.62956,SP95,MAYENNE,1.5058571428571428,531470105,18.2,15050,20430
