Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur,iris_code,DISP_TP6020,DISP_Q120,DISP_MED20
 Boulevard Paul Langevin,5.0,44220,44220005,47.21363,-1.72222,E10,COUERON,1.8255666666666663,440470103,"6,9",18880,23800
6 Rue des Ardillets,1.0,44220,44220003,47.21344,-1.719,Gazole,COUëRON,1.8593283582089557,440470103,"6,9",18880,23800
6 Rue des Ardillets,2.0,44220,44220003,47.21344,-1.719,SP95,COUëRON,1.9520093457943928,440470103,"6,9",18880,23800
6 Rue des Ardillets,5.0,44220,44220003,47.21344,-1.719,E10,COUëRON,1.9695,440470103,"6,9",18880,23800
 Boulevard Victor Hugo,1.0,77220,77220004,48.73913,2.72084,Gazole,GRETZ-ARMAINVILLIERS,1.8105762711864408,772150103,s,16960,23220
 Boulevard Victor Hugo,5.0,77220,77220004,48.73913,2.72084,E10,GRETZ-ARMAINVILLIERS,1.8477288135593224,772150103,s,16960,23220
 Boulevard Victor Hugo,6.0,77220,77220004,48.73913,2.72084,SP98,GRETZ-ARMAINVILLIERS,1.914703703703704,772150103,s,16960,23220
 Boulevard de la Tournaille,1.0,57310,57310002,49.29965,6.2093,Gazole,GUéNANGE,1.7982558139534883,572690102,"11,3",17560,22110
 Boulevard de la Tournaille,5.0,57310,57310002,49.29965,6.2093,E10,GUéNANGE,1.816355555555556,572690102,"11,3",17560,22110
 Boulevard de la Tournaille,6.0,57310,57310002,49.29965,6.2093,SP98,GUéNANGE,1.8828809523809524,572690102,"11,3",17560,22110
 Boulevard des Miquelots,1.0,33260,33260005,44.61039,-1.146,Gazole,LA TESTE-DE-BUCH,1.7853396226415097,335290107,"12,0",17420,22980
 Boulevard des Miquelots,2.0,33260,33260005,44.61039,-1.146,SP95,LA TESTE-DE-BUCH,1.8718539325842696,335290107,"12,0",17420,22980
 Boulevard des Miquelots,3.0,33260,33260005,44.61039,-1.146,E85,LA TESTE-DE-BUCH,1.0524285714285715,335290107,"12,0",17420,22980
 Boulevard des Miquelots,5.0,33260,33260005,44.61039,-1.146,E10,LA TESTE-DE-BUCH,1.8324711538461536,335290107,"12,0",17420,22980
 Chemin des Sables,1.0,24200,24200006,44.87349,1.23042,Gazole,SARLAT-LA-CANéDA,1.7740363636363636,245200103,"14,2",15680,20490
 Chemin des Sables,3.0,24200,24200006,44.87349,1.23042,E85,SARLAT-LA-CANéDA,1.0448466257668712,245200103,"14,2",15680,20490
 Chemin des Sables,4.0,24200,24200006,44.87349,1.23042,GPLc,SARLAT-LA-CANéDA,1.008175,245200103,"14,2",15680,20490
 Chemin des Sables,5.0,24200,24200006,44.87349,1.23042,E10,SARLAT-LA-CANéDA,1.8215828220858896,245200103,"14,2",15680,20490
 Chemin des Sables,6.0,24200,24200006,44.87349,1.23042,SP98,SARLAT-LA-CANéDA,1.907748466257669,245200103,"14,2",15680,20490
 Grande Rue de Randan,1.0,42110,42110004,45.74069,4.21736,Gazole,FEURS,1.85592,420940101,"14,2",16490,20890
 Grande Rue de Randan,3.0,42110,42110004,45.74069,4.21736,E85,FEURS,1.099,420940101,"14,2",16490,20890
