Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur
 Avenue de Conthe,6.0,15000,15000012,4491394.0,242741.0,SP98,AURILLAC,1.9465217391304346
 Avenue de Fontainebleau,1.0,94270,94270005,4881193.0,236180.0,Gazole,LE KREMLIN-BICêTRE,1.8391407407407407
 Avenue de Fontainebleau,5.0,94270,94270005,4881193.0,236180.0,E10,LE KREMLIN-BICêTRE,1.8835076923076923
 Avenue de Fontainebleau,6.0,94270,94270005,4881193.0,236180.0,SP98,LE KREMLIN-BICêTRE,1.9726578947368423
 Avenue de Limoges,1.0,87270,87270002,4585841.0,124292.0,Gazole,COUZEIX,1.8144025157232706
 Avenue de Limoges,5.0,87270,87270002,4585841.0,124292.0,E10,COUZEIX,1.875566037735849
 Avenue de Limoges,6.0,87270,87270002,4585841.0,124292.0,SP98,COUZEIX,1.9627151515151515
 Avenue de Saint-Pons,1.0,11120,11120001,4325362.0,291366.0,Gazole,Saint-Marcel-sur-Aude,1.8054999999999999
 Avenue de Saint-Pons,2.0,11120,11120001,4325362.0,291366.0,SP95,Saint-Marcel-sur-Aude,1.9114651162790697
 Avenue de Saint-Pons,5.0,11120,11120001,4325362.0,291366.0,E10,Saint-Marcel-sur-Aude,1.8743478260869566
 Avenue de Saint-Pons,6.0,11120,11120001,4325362.0,291366.0,SP98,Saint-Marcel-sur-Aude,1.9338181818181817
 Avenue de Toulouse,1.0,31460,31460002,4353343.0,175158.0,Gazole,CARAMAN,1.854375
 Avenue de Toulouse,2.0,31460,31460002,4353343.0,175158.0,SP95,CARAMAN,1.958294117647059
 Avenue de Verdun,1.0,70500,70500001,4782741.0,590571.0,Gazole,JUSSEY,1.8163414634146342
 Avenue de Verdun,1.0,85470,85470002,4662588.0,-185856.0,Gazole,BRETIGNOLLES-SUR-MER,1.729568345323741
 Avenue de Verdun,2.0,70500,70500001,4782741.0,590571.0,SP95,JUSSEY,1.86
 Avenue de Verdun,2.0,85470,85470002,4662588.0,-185856.0,SP95,BRETIGNOLLES-SUR-MER,1.8216666666666665
 Avenue de Verdun,3.0,85470,85470002,4662588.0,-185856.0,E85,BRETIGNOLLES-SUR-MER,1.009121951219512
 Avenue de Verdun,4.0,85470,85470002,4662588.0,-185856.0,GPLc,BRETIGNOLLES-SUR-MER,0.9556666666666667
 Avenue de Verdun,5.0,85470,85470002,4662588.0,-185856.0,E10,BRETIGNOLLES-SUR-MER,1.8045714285714285
 Avenue de Verdun,6.0,85470,85470002,4662588.0,-185856.0,SP98,BRETIGNOLLES-SUR-MER,1.8940877192982455
 Avenue de la Gare,1.0,68490,68490002,4781643.0,753969.0,Gazole,CHALAMPé,1.816878787878788
 Avenue de la Gare,5.0,68490,68490002,4781643.0,753969.0,E10,CHALAMPé,1.8253714285714284
 Avenue de la Gare,6.0,68490,68490002,4781643.0,753969.0,SP98,CHALAMPé,1.904
 Avenue de la Libération,1.0,74800,74800001,4606989.0,630528.0,Gazole,LA ROCHE-SUR-FORON,1.966288888888889
 Avenue de la Libération,2.0,74800,74800001,4606989.0,630528.0,SP95,LA ROCHE-SUR-FORON,2.0398636363636364
 Avenue de la Paix,1.0,08210,8210001,4961023.0,507788.0,Gazole,MOUZON,1.893076923076923
 Avenue de la Paix,2.0,08210,8210001,4961023.0,507788.0,SP95,MOUZON,2.012
 Avenue de la Paix,6.0,08210,8210001,4961023.0,507788.0,SP98,MOUZON,2.06988
 Avenue de la Plaine,1.0,15250,15250004,4499661.0,242166.0,Gazole,JUSSAC,1.7984929577464788
 Avenue de la Plaine,2.0,15250,15250004,4499661.0,242166.0,SP95,JUSSAC,1.8920652173913042
 Avenue de la Plaine,5.0,15250,15250004,4499661.0,242166.0,E10,JUSSAC,1.8501525423728815
 Avenue des Tilleuls,1.0,01170,1170005,4633522.0,605800.0,Gazole,GEX,1.8394827586206897
 Avenue des Tilleuls,5.0,01170,1170005,4633522.0,605800.0,E10,GEX,1.9331034482758622
 Avenue des Tilleuls,6.0,01170,1170005,4633522.0,605800.0,SP98,GEX,1.994423076923077
 Avenue du Berry,1.0,23230,23230001,4619516.0,223891.0,Gazole,GOUZON,1.8075166666666667
 Avenue du Berry,2.0,23230,23230001,4619516.0,223891.0,SP95,GOUZON,1.9149090909090911
 Avenue du Berry,6.0,23230,23230001,4619516.0,223891.0,SP98,GOUZON,1.9581836734693878
 Avenue du Général de Gaulle,1.0,30130,30130003,4424715.0,464431.0,Gazole,PONT-SAINT-ESPRIT,1.7932933333333332
 Avenue du Général de Gaulle,3.0,30130,30130003,4424715.0,464431.0,E85,PONT-SAINT-ESPRIT,1.1037555555555554
 Avenue du Général de Gaulle,5.0,30130,30130003,4424715.0,464431.0,E10,PONT-SAINT-ESPRIT,1.862
 Avenue du Général de Gaulle,6.0,30130,30130003,4424715.0,464431.0,SP98,PONT-SAINT-ESPRIT,1.9245106382978723
 Boulevard Auguste Comte,1.0,24100,24100007,4484832.0,49248.0,Gazole,BERGERAC,1.8060714285714285
 Boulevard Auguste Comte,2.0,24100,24100007,4484832.0,49248.0,SP95,BERGERAC,1.9126666666666665
 Boulevard Auguste Comte,5.0,24100,24100007,4484832.0,49248.0,E10,BERGERAC,1.899
 Boulevard Auguste Comte,6.0,24100,24100007,4484832.0,49248.0,SP98,BERGERAC,1.949470588235294
 Boulevard Berthelot,1.0,63000,63000016,4578019.0,307141.0,Gazole,CLERMONT-FERRAND,1.8372317880794704
 Boulevard Berthelot,5.0,63000,63000016,4578019.0,307141.0,E10,CLERMONT-FERRAND,1.8812337662337661
 Boulevard Berthelot,6.0,63000,63000016,4578019.0,307141.0,SP98,CLERMONT-FERRAND,1.9685808383233532
 Boulevard Camille Blanc,1.0,34200,34200001,4340721.0,366917.0,Gazole,SèTE,1.8116555555555556
 Boulevard Camille Blanc,2.0,34200,34200001,4340721.0,366917.0,SP95,SèTE,1.878787878787879
 Boulevard Camille Blanc,3.0,34200,34200001,4340721.0,366917.0,E85,SèTE,1.028063829787234
 Boulevard Camille Blanc,5.0,34200,34200001,4340721.0,366917.0,E10,SèTE,1.8667124999999998
 Boulevard Camille Blanc,6.0,34200,34200001,4340721.0,366917.0,SP98,SèTE,1.9299647058823528
 Boulevard Lacaussade,1.0,65000,65000009,4323426.0,5428.0,Gazole,TARBES,1.888
 Boulevard Lacaussade,2.0,65000,65000009,4323426.0,5428.0,SP95,TARBES,1.9449999999999998
