Adresse,PrixID,CodePostal,ID,Latitude,Longitude,PrixNom,Ville,PrixValeur
 Avenue de Verdun,2.0,70500,70500001,4782741.0,590571.0,SP95,JUSSEY,1.5098387096774193
 Avenue de Verdun,4.0,85470,85470002,4662588.0,-185856.0,GPLc,BRETIGNOLLES-SUR-MER,0.76
 Avenue de Verdun,5.0,85470,85470002,4662588.0,-185856.0,E10,BRETIGNOLLES-SUR-MER,1.4373811881188119
 Avenue de Verdun,6.0,70500,70500001,4782741.0,590571.0,SP98,JUSSEY,1.5421351351351351
 Avenue de Verdun,6.0,85470,85470002,4662588.0,-185856.0,SP98,BRETIGNOLLES-SUR-MER,1.5186205128205128
 Avenue de la Gare,1.0,02210,2210001,4920038.0,336302.0,Gazole,OULCHY-LE-CHâTEAU,1.6191666666666666
 Avenue de la Gare,1.0,68490,68490002,4781643.0,753969.0,Gazole,CHALAMPé,1.44325
 Avenue de la Gare,5.0,02210,2210001,4920038.0,336302.0,E10,OULCHY-LE-CHâTEAU,1.6325
 Avenue de la Gare,5.0,68490,68490002,4781643.0,753969.0,E10,CHALAMPé,1.4704411764705883
 Avenue de la Gare,6.0,02210,2210001,4920038.0,336302.0,SP98,OULCHY-LE-CHâTEAU,1.720909090909091
 Avenue de la Gare,6.0,68490,68490002,4781643.0,753969.0,SP98,CHALAMPé,1.5390882352941175
 Avenue de la Libération,1.0,74800,74800001,4606989.0,630528.0,Gazole,LA ROCHE-SUR-FORON,1.5748701298701298
 Avenue de la Libération,2.0,74800,74800001,4606989.0,630528.0,SP95,LA ROCHE-SUR-FORON,1.6537792207792208
 Avenue de la Maison-Blanche,1.0,77320,77320003,4878261.0,329464.0,Gazole,LA FERTé-GAUCHER,1.4287377049180328
 Avenue de la Maison-Blanche,2.0,77320,77320003,4878261.0,329464.0,SP95,LA FERTé-GAUCHER,1.5269622641509435
 Avenue de la Maison-Blanche,3.0,77320,77320003,4878261.0,329464.0,E85,LA FERTé-GAUCHER,0.647
 Avenue de la Maison-Blanche,5.0,77320,77320003,4878261.0,329464.0,E10,LA FERTé-GAUCHER,1.4758709677419353
 Avenue de la Maison-Blanche,6.0,77320,77320003,4878261.0,329464.0,SP98,LA FERTé-GAUCHER,1.5577704918032786
 Avenue de la Paix,1.0,08210,8210001,4961023.0,507788.0,Gazole,MOUZON,1.50844
 Avenue de la Paix,2.0,08210,8210001,4961023.0,507788.0,SP95,MOUZON,1.5872380952380951
 Avenue de la Paix,6.0,08210,8210001,4961023.0,507788.0,SP98,MOUZON,1.6421875
 Avenue de la Plaine,1.0,15250,15250004,4499661.0,242166.0,Gazole,JUSSAC,1.4240923076923078
 Avenue de la Plaine,2.0,15250,15250004,4499661.0,242166.0,SP95,JUSSAC,1.5192291666666669
 Avenue de la Plaine,5.0,15250,15250004,4499661.0,242166.0,E10,JUSSAC,1.4636666666666667
 Avenue des Tilleuls,1.0,01170,1170005,4633522.0,605800.0,Gazole,GEX,1.4893846153846155
 Avenue des Tilleuls,2.0,01170,1170005,4633522.0,605800.0,SP95,GEX,1.5647692307692307
 Avenue des Tilleuls,6.0,01170,1170005,4633522.0,605800.0,SP98,GEX,1.5992307692307692
 Avenue des frères Robinson,1.0,33700,33700010,4485136.0,-65538.0,Gazole,MéRIGNAC,1.4371612903225808
 Avenue des frères Robinson,5.0,33700,33700010,4485136.0,-65538.0,E10,MéRIGNAC,1.48478125
 Avenue des frères Robinson,6.0,33700,33700010,4485136.0,-65538.0,SP98,MéRIGNAC,1.5728275862068966
 Avenue du 8 Juin 1944,1.0,71120,71120002,4643752.0,426256.0,Gazole,CHAROLLES,1.4165384615384615
 Avenue du 8 Juin 1944,2.0,71120,71120002,4643752.0,426256.0,SP95,CHAROLLES,1.4809400000000001
 Avenue du 8 Juin 1944,5.0,71120,71120002,4643752.0,426256.0,E10,CHAROLLES,1.4428039215686275
 Avenue du Berry,1.0,23230,23230001,4619516.0,223891.0,Gazole,GOUZON,1.435450980392157
 Avenue du Berry,2.0,23230,23230001,4619516.0,223891.0,SP95,GOUZON,1.533408163265306
 Avenue du Berry,6.0,23230,23230001,4619516.0,223891.0,SP98,GOUZON,1.572969696969697
 Avenue du Général de Gaulle,1.0,30130,30130003,4424715.0,464431.0,Gazole,PONT-SAINT-ESPRIT,1.4332978723404255
 Avenue du Général de Gaulle,2.0,30130,30130003,4424715.0,464431.0,SP95,PONT-SAINT-ESPRIT,1.5043333333333333
 Avenue du Général de Gaulle,5.0,30130,30130003,4424715.0,464431.0,E10,PONT-SAINT-ESPRIT,1.451875
 Avenue du Général de Gaulle,6.0,30130,30130003,4424715.0,464431.0,SP98,PONT-SAINT-ESPRIT,1.5325227272727273
 Avenue du Maréchal Turenne,1.0,70300,70300005,4781280.0,636709.0,Gazole,LUXEUIL-LES-BAINS,1.435625
 Avenue du Maréchal Turenne,5.0,70300,70300005,4781280.0,636709.0,E10,LUXEUIL-LES-BAINS,1.4663496503496503
 Avenue du Maréchal Turenne,6.0,70300,70300005,4781280.0,636709.0,SP98,LUXEUIL-LES-BAINS,1.5577537313432837
 Avenue du Port,1.0,13230,13230003,4339030.0,480124.0,Gazole,PORT-SAINT-LOUIS-DU-RHôNE,1.515
 Avenue du Port,2.0,13230,13230003,4339030.0,480124.0,SP95,PORT-SAINT-LOUIS-DU-RHôNE,1.625
 Avenue du Port,6.0,13230,13230003,4339030.0,480124.0,SP98,PORT-SAINT-LOUIS-DU-RHôNE,1.645
 Avenue du Roussillon,1.0,66420,66420003,4282399.0,303486.0,Gazole,LE BARCARèS,1.44325
 Avenue du Roussillon,2.0,66420,66420003,4282399.0,303486.0,SP95,LE BARCARèS,1.5295294117647058
 Avenue du Roussillon,6.0,66420,66420003,4282399.0,303486.0,SP98,LE BARCARèS,1.560142857142857
 Avenue du Souvenir Français,1.0,11000,11000001,4320854.0,238316.0,Gazole,CARCASSONNE,1.4110972222222222
 Avenue du Souvenir Français,4.0,11000,11000001,4320854.0,238316.0,GPLc,CARCASSONNE,0.8891333333333333
 Avenue du Souvenir Français,5.0,11000,11000001,4320854.0,238316.0,E10,CARCASSONNE,1.4541149425287356
 Avenue du Souvenir Français,6.0,11000,11000001,4320854.0,238316.0,SP98,CARCASSONNE,1.5234117647058825
 Boulevard Auguste Comte,1.0,24100,24100007,4484832.0,49248.0,Gazole,BERGERAC,1.4088235294117646
 Boulevard Auguste Comte,2.0,24100,24100007,4484832.0,49248.0,SP95,BERGERAC,1.512
 Boulevard Auguste Comte,6.0,24100,24100007,4484832.0,49248.0,SP98,BERGERAC,1.5322307692307693
 Boulevard Berthelot,1.0,63000,63000016,4578019.0,307141.0,Gazole,CLERMONT-FERRAND,1.4427592592592593
 Boulevard Berthelot,5.0,63000,63000016,4578019.0,307141.0,E10,CLERMONT-FERRAND,1.47325625
 Boulevard Berthelot,6.0,63000,63000016,4578019.0,307141.0,SP98,CLERMONT-FERRAND,1.554538961038961
 Boulevard Camille Blanc,1.0,34200,34200001,4340721.0,366917.0,Gazole,SèTE,1.4082021276595744
 Boulevard Camille Blanc,2.0,34200,34200001,4340721.0,366917.0,SP95,SèTE,1.4889787234042553
 Boulevard Camille Blanc,5.0,34200,34200001,4340721.0,366917.0,E10,SèTE,1.4487671232876713
 Boulevard Camille Blanc,6.0,34200,34200001,4340721.0,366917.0,SP98,SèTE,1.5331279069767443
 Boulevard Lacaussade,1.0,65000,65000009,4323426.0,5428.0,Gazole,TARBES,1.4519000000000002
 Boulevard Lacaussade,2.0,65000,65000009,4323426.0,5428.0,SP95,TARBES,1.525875
 Boulevard Lacaussade,6.0,65000,65000009,4323426.0,5428.0,SP98,TARBES,1.5728461538461538
 Boulevard Paul Doumer,1.0,14780,14780002,4930174.0,-31818.0,Gazole,LION-SUR-MER,1.4347999999999999
 Boulevard Paul Doumer,2.0,14780,14780002,4930174.0,-31818.0,SP95,LION-SUR-MER,1.52345
 Boulevard Paul Doumer,6.0,14780,14780002,4930174.0,-31818.0,SP98,LION-SUR-MER,1.5493181818181818
 Boulevard Paul Langevin,1.0,44220,44220005,4721363.0,-172222.0,Gazole,COUERON,1.405
 Boulevard Paul Langevin,2.0,44220,44220005,4721363.0,-172222.0,SP95,COUERON,1.5196097560975608
 Boulevard Paul Langevin,5.0,44220,44220005,4721363.0,-172222.0,E10,COUERON,1.462906976744186
 Boulevard Victor Hugo,1.0,77220,77220004,4873913.0,272084.0,Gazole,GRETZ-ARMAINVILLIERS,1.4292539682539682
 Boulevard Victor Hugo,5.0,77220,77220004,4873913.0,272084.0,E10,GRETZ-ARMAINVILLIERS,1.4675333333333334
 Boulevard Victor Hugo,6.0,77220,77220004,4873913.0,272084.0,SP98,GRETZ-ARMAINVILLIERS,1.5294137931034484
 Boulevard de la Tournaille,1.0,57310,57310002,4929965.0,620930.0,Gazole,GUéNANGE,1.44228
 Boulevard de la Tournaille,2.0,57310,57310002,4929965.0,620930.0,SP95,GUéNANGE,1.4584000000000001
 Boulevard de la Tournaille,3.0,57310,57310002,4929965.0,620930.0,E85,GUéNANGE,1.577
 Boulevard de la Tournaille,5.0,57310,57310002,4929965.0,620930.0,E10,GUéNANGE,1.4748095238095238
 Boulevard de la Tournaille,6.0,57310,57310002,4929965.0,620930.0,SP98,GUéNANGE,1.5704347826086957
 Boulevard des Miquelots,1.0,33260,33260005,4461039.0,-114600.0,Gazole,LA TESTE-DE-BUCH,1.4144859813084112
 Boulevard des Miquelots,2.0,33260,33260005,4461039.0,-114600.0,SP95,LA TESTE-DE-BUCH,1.4908119658119658
 Boulevard des Miquelots,3.0,33260,33260005,4461039.0,-114600.0,E85,LA TESTE-DE-BUCH,0.6844285714285715
 Boulevard des Miquelots,5.0,33260,33260005,4461039.0,-114600.0,E10,LA TESTE-DE-BUCH,1.4545086206896551
 Boulevard du 14 Juillet,1.0,66420,66420002,4278737.0,303490.0,Gazole,LE BARCARèS,1.4418235294117647
 Boulevard du 14 Juillet,2.0,66420,66420002,4278737.0,303490.0,SP95,LE BARCARèS,1.5290555555555556
 Boulevard du 14 Juillet,6.0,66420,66420002,4278737.0,303490.0,SP98,LE BARCARèS,1.560142857142857
 Chemin Jean de Bouc,1.0,13120,13120004,4346422.0,548680.0,Gazole,GARDANNE,1.53
 Chemin Jean de Bouc,2.0,13120,13120004,4346422.0,548680.0,SP95,GARDANNE,1.5913333333333333
 Chemin Jean de Bouc,5.0,13120,13120004,4346422.0,548680.0,E10,GARDANNE,1.5837777777777777
 Chemin Jean de Bouc,6.0,13120,13120004,4346422.0,548680.0,SP98,GARDANNE,1.6312727272727272
 Chemin de Bois Vert,1.0,42510,42510005,4581020.0,419681.0,Gazole,BALBIGNY,1.4285108695652176
 Chemin de Bois Vert,5.0,42510,42510005,4581020.0,419681.0,E10,BALBIGNY,1.4644705882352942
 Chemin de Bois Vert,6.0,42510,42510005,4581020.0,419681.0,SP98,BALBIGNY,1.527797619047619
 Chemin de la Brunette,1.0,01210,1210001,4625303.0,611817.0,Gazole,FERNEY-VOLTAIRE,1.4351702127659576
 Chemin de la Brunette,2.0,01210,1210001,4625303.0,611817.0,SP95,FERNEY-VOLTAIRE,1.5151818181818182
 Chemin de la Brunette,6.0,01210,1210001,4625303.0,611817.0,SP98,FERNEY-VOLTAIRE,1.557607142857143
 Chemin de la Croisette,1.0,31860,31860004,4347891.0,138925.0,Gazole,PINS-JUSTARET,1.4188214285714287
 Chemin de la Croisette,2.0,31860,31860004,4347891.0,138925.0,SP95,PINS-JUSTARET,1.497423076923077
 Chemin des Sables,1.0,24200,24200006,4487349.0,123042.0,Gazole,SARLAT-LA-CANéDA,1.4043855421686746
 Chemin des Sables,2.0,24200,24200006,4487349.0,123042.0,SP95,SARLAT-LA-CANéDA,1.4843125
 Chemin des Sables,4.0,24200,24200006,4487349.0,123042.0,GPLc,SARLAT-LA-CANéDA,0.8516129032258065
 Chemin des Sables,5.0,24200,24200006,4487349.0,123042.0,E10,SARLAT-LA-CANéDA,1.4416315789473684
 Chemin des Sables,6.0,24200,24200006,4487349.0,123042.0,SP98,SARLAT-LA-CANéDA,1.5151851851851852
 Chemin du Croisty,1.0,56640,56640002,4754488.0,-289724.0,Gazole,ARZON,1.4152142857142858
 Chemin du Croisty,5.0,56640,56640002,4754488.0,-289724.0,E10,ARZON,1.4569782608695652
 Chemin du Croisty,6.0,56640,56640002,4754488.0,-289724.0,SP98,ARZON,1.522
 Cours Joseph Colonna,1.0,20160,20160001,4216673.00559,879784.685925,Gazole,VICO,1.5470588235294118
 Cours Joseph Colonna,2.0,20160,20160001,4216673.00559,879784.685925,SP95,VICO,1.6289473684210527
 Faubourg de la Porte de Dinsac,1.0,87210,87210003,4621632.0,108409.0,Gazole,LE DORAT,1.3959761904761903
 Faubourg de la Porte de Dinsac,2.0,87210,87210003,4621632.0,108409.0,SP95,LE DORAT,1.5036969696969698
 Faubourg de la Porte de Dinsac,5.0,87210,87210003,4621632.0,108409.0,E10,LE DORAT,1.44996875
 Grande Rue,1.0,25510,25510001,4721507.0,653950.0,Gazole,PIERREFONTAINE-LES-VARANS,1.4982142857142857
 Grande Rue,2.0,25510,25510001,4721507.0,653950.0,SP95,PIERREFONTAINE-LES-VARANS,1.5620714285714288
 Grande Rue de Randan,1.0,42110,42110004,4574069.0,421736.0,Gazole,FEURS,1.437158878504673
 Grande Rue de Randan,2.0,42110,42110004,4574069.0,421736.0,SP95,FEURS,1.5282660550458715
 Grande Rue de Randan,5.0,42110,42110004,4574069.0,421736.0,E10,FEURS,1.472590909090909
 Impasse des Terres Rouges,1.0,41110,41110001,4726053.0,136226.0,Gazole,SAINT-AIGNAN,1.41202
 Impasse des Terres Rouges,2.0,41110,41110001,4726053.0,136226.0,SP95,SAINT-AIGNAN,1.5014040404040405
 Impasse des Terres Rouges,5.0,41110,41110001,4726053.0,136226.0,E10,SAINT-AIGNAN,1.4538144329896907
 Impasse des Terres Rouges,6.0,41110,41110001,4726053.0,136226.0,SP98,SAINT-AIGNAN,1.5307653061224489
 La Venue de Carpentras,1.0,84380,84200003,4405877.0,511102.0,Gazole,MAZAN,1.583774193548387
 La Venue de Carpentras,2.0,84380,84200003,4405877.0,511102.0,SP95,MAZAN,1.6595142857142857
 La Venue de Carpentras,6.0,84380,84200003,4405877.0,511102.0,SP98,MAZAN,1.68528125
 Lieu-dit Le Bourg,1.0,58230,58230001,4717127.0,415343.0,Gazole,MOUX-EN-MORVAN,1.4882727272727272
 Lieu-dit Le Bourg,2.0,58230,58230001,4717127.0,415343.0,SP95,MOUX-EN-MORVAN,1.5544615384615386
 Lotissement la Chaud,1.0,43600,43600002,4524806.0,424106.0,Gazole,SAINTE-SIGOLèNE,1.4235862068965517
