ID,Latitude,Longitude,CodePostal,Adresse,Ville,PrixNom,PrixID,PrixValeur.mean
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,Gazole,1,1.8295625075697899
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,SP95,2,1.8357083350419998
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,E85,3,0.9911521763905234
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,E10,5,1.8029583270351093
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,SP98,6,1.8700625101725261
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,Gazole,1,1.8181599950790406
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,SP95,2,1.8302400064468385
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,SP98,6,1.8594000053405761
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,Gazole,1,1.9166666666666667
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,SP95,2,1.9049999713897705
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,GPLc,4,1.0499999523162842
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,Gazole,1,1.7710327906686751
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,SP95,2,1.7956140334146065
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,E10,5,1.7527666648228963
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,SP98,6,1.8446727254173971
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,Gazole,1,1.8148055573304493
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,SP95,2,1.826277772585551
