ID,Latitude,Longitude,CodePostal,Adresse,Ville,PrixNom,PrixID,PrixValeur.mean
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,Gazole,1,1.7984888950983684
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,SP95,2,1.8777460361283922
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,E85,3,1.0127525815029734
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,E10,5,1.8455573691696416
1000001,4620100,519800,1000,596 AVENUE DE TREVOUX,SAINT-DENIS-L̬S-BOURG,SP98,6,1.9037804894331025
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,Gazole,1,1.783357139144625
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,SP95,2,1.8877285727432795
1000002,4621842,522767,1000,16 Avenue de Marboz,BOURG-EN-BRESSE,SP98,6,1.9115671693389096
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,Gazole,1,1.8799999984535012
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,SP95,2,1.93548386327682
1000004,4618800,524500,1000,20 Avenue du Mar̩chal Juin,Bourg-en-Bresse,GPLc,4,1.0499999523162842
1000005,4620093.59235,519942.024022,1000,642 Avenue de Tr̩voux,SAINT-DENIS-L̬S-BOURG,,,
1000006,4620754,523758,1000,1 Boulevard John Kennedy,BOURG-EN-BRESSE,,,
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,Gazole,1,1.75353900676078
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,SP95,2,1.8607670282377564
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,E10,5,1.8067588662424832
1000007,4622100,524500,1000,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,SP98,6,1.8891548152748012
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,Gazole,1,1.772077233810735
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,SP95,2,1.89305284740479
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,E85,3,1.0487058755229501
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,E10,5,1.8320975657401046
1000008,4619900,524100,1000,Bd Charles de Gaulle,BOURG-EN-BRESSE,SP98,6,1.9173237803529521
1000009,4619600,522900,1000,56 Rue du Stand,Bourg-en-Bresse,Gazole,1,1.7733656790719103
1000009,4619600,522900,1000,56 Rue du Stand,Bourg-en-Bresse,SP95,2,1.8463513577306592
1000009,4619600,522900,1000,56 Rue du Stand,Bourg-en-Bresse,E85,3,1.0487560949674466
1000009,4619600,522900,1000,56 Rue du Stand,Bourg-en-Bresse,E10,5,1.8092640075683595
1000009,4619600,522900,1000,56 Rue du Stand,Bourg-en-Bresse,SP98,6,1.8871188163757324
1000010,4619851.83794,524350.637881,1000,Boulevard Charles de Gaulle,BOURG-EN-BRESSE,,,
1000012,4620100,520000,1000,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG,Gazole,1,1.878179187374997
1000012,4620100,520000,1000,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG,E85,3,1.0795555869389695
1000012,4620100,520000,1000,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG,E10,5,1.925892446623292
1000012,4620100,520000,1000,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG,SP98,6,2.003344212865971
1000013,4619900,524400,1000,BOULEVARD CHARLES DE GAULLE,Bourg-en-Bresse,,,
1000016,4620516.06,522502.48,1000,1 bvd John Kennedy,Bourg en Bresse,,,
1090001,4609600,477500,1090,1 ROUTE DE FRANCHELEINS,MONTCEAUX,Gazole,1,1.8196935403731562
1090001,4609600,477500,1090,1 ROUTE DE FRANCHELEINS,MONTCEAUX,E10,5,1.8562631586141753
1090001,4609600,477500,1090,1 ROUTE DE FRANCHELEINS,MONTCEAUX,SP98,6,1.934133340915044
1100001,4628404,566282,1100,ROUTE DE DORTAN,Arbent,Gazole,1,1.8027222288979425
1100001,4628404,566282,1100,ROUTE DE DORTAN,Arbent,SP95,2,1.899349994957447
1100001,4628404,566282,1100,ROUTE DE DORTAN,Arbent,GPLc,4,0.9803445309150118
