ID;Latitude;Longitude;CodePostal;Adresse;Ville;PrixNom;PrixID;PrixValeur,mean;Colonne1
61170001;4850357,961;35940,89411;61170;Lieu-Dit les Naudi̬res;SAINT-JULIEN-SUR-SARTHE;SP95;2;1567,777778;1,567777778
61170001;4850357,961;35940,89411;61170;Lieu-Dit les Naudi̬res;SAINT-JULIEN-SUR-SARTHE;E85;3;659;0,659
61170001;4850357,961;35940,89411;61170;Lieu-Dit les Naudi̬res;SAINT-JULIEN-SUR-SARTHE;E10;5;1523,416667;1,523416667
61170001;4850357,961;35940,89411;61170;Lieu-Dit les Naudi̬res;SAINT-JULIEN-SUR-SARTHE;SP98;6;1593;1,593
61190002;4858924;65316;61190;Rue de fr̬res Juchereau;Tourouvre;Gazole;1;1491,8;1,4918
61190002;4858924;65316;61190;Rue de fr̬res Juchereau;Tourouvre;SP95;2;1611,8;1,6118
61190002;4858924;65316;61190;Rue de fr̬res Juchereau;Tourouvre;SP98;6;1642,8;1,6428
61200001;4874900;-2700;61200;1 rue de Champagne;ARGENTAN;Gazole;1;1418,833333;1,418833333
61200001;4874900;-2700;61200;1 rue de Champagne;ARGENTAN;SP95;2;1551,851064;1,551851064
61200001;4874900;-2700;61200;1 rue de Champagne;ARGENTAN;SP98;6;1587,454545;1,587454545
61200003;4874900;-1100;61200;24 Avenue de Paris;Argentan;Gazole;1;1516,157895;1,516157895
61200003;4874900;-1100;61200;24 Avenue de Paris;Argentan;E10;5;1593,6875;1,5936875
61200003;4874900;-1100;61200;24 Avenue de Paris;Argentan;SP98;6;1703,6875;1,7036875
61200006;4875200;-1300;61200;21-23 Rue Pierre B̩r̩govoy;ARGENTAN;Gazole;1;1409,941176;1,409941176
61200006;4875200;-1300;61200;21-23 Rue Pierre B̩r̩govoy;ARGENTAN;SP95;2;1545,347826;1,545347826
61200006;4875200;-1300;61200;21-23 Rue Pierre B̩r̩govoy;ARGENTAN;GPLc;4;857;0,857
61200006;4875200;-1300;61200;21-23 Rue Pierre B̩r̩govoy;ARGENTAN;SP98;6;1569,6;1,5696
61200007;4873700;-3100;61200;Avenue de la 2̬me D,B,;Argentan;Gazole;1;1409,62963;1,40962963
61200007;4873700;-3100;61200;Avenue de la 2̬me D,B,;Argentan;SP95;2;1530,333333;1,530333333
61200007;4873700;-3100;61200;Avenue de la 2̬me D,B,;Argentan;E85;3;739;0,739
61200007;4873700;-3100;61200;Avenue de la 2̬me D,B,;Argentan;E10;5;1509,368421;1,509368421
61200007;4873700;-3100;61200;Avenue de la 2̬me D,B,;Argentan;SP98;6;1575,9375;1,5759375
61200008;4871157;-7008;61200;Lieu-dit Les Fermes;Fontenai-sur-Orne;Gazole;1;1606,666667;1,606666667
61200008;4871157;-7008;61200;Lieu-dit Les Fermes;Fontenai-sur-Orne;SP95;2;1732;1,732
61200008;4871157;-7008;61200;Lieu-dit Les Fermes;Fontenai-sur-Orne;E10;5;1694,545455;1,694545455
61200008;4871157;-7008;61200;Lieu-dit Les Fermes;Fontenai-sur-Orne;SP98;6;1794,545455;1,794545455
61220001;4869923,692;-36354,649;61220;RUE D'ARGENTAN;BRIOUZE;Gazole;1;1474,125;1,474125
61220001;4869923,692;-36354,649;61220;RUE D'ARGENTAN;BRIOUZE;SP95;2;1617,125;1,617125
61220001;4869923,692;-36354,649;61220;RUE D'ARGENTAN;BRIOUZE;SP98;6;1632,125;1,632125
61230001;4884939,636;37292,441;61230;AUTOROUTE A 28  aire des haras;LE SAP-ANDR̩;Gazole;1;1599;1,599
61230001;4884939,636;37292,441;61230;AUTOROUTE A 28  aire des haras;LE SAP-ANDR̩;E10;5;1686;1,686
61230001;4884939,636;37292,441;61230;AUTOROUTE A 28  aire des haras;LE SAP-ANDR̩;SP98;6;1786;1,786
