"","Adresse.x","PrixID.x","CodePostal.x","ID","Latitude.x","Longitude.x","PrixNom.x","Ville.x","PrixValeur.x","iris_code.x","COM","TYP_IRIS","MODIF_IRIS","LAB_IRIS","P19_POP","Adresse.y","PrixID.y","CodePostal.y","Latitude.y","Longitude.y","PrixNom.y","Ville.y","PrixValeur.y","iris_code.y","DISP_TP6019","DISP_Q119","DISP_MED19","fid","Adresse.x.x","PrixID.x.x","CodePostal.x.x","Latitude.x.x","Longitude.x.x","PrixNom.x.x","Ville.x.x","PrixValeur.x.x","iris_code.x.x","X_RGF93.x","Y_RGF93.x","dist_autoroute.x","geom.x","Adresse.y.y","PrixID.y.y","CodePostal.y.y","Latitude.y.y","Longitude.y.y","PrixNom.y.y","Ville.y.y","PrixValeur.y.y","iris_code.y.y","X_RGF93.y","Y_RGF93.y","dist_autoroute.y","nb_shop_point","geom.y"
"1","Avenue Georges Clemenceau",1,76190,76190005,49.62113,0.76692,"Gazole","YVETOT",1.454,"767580103","76758","H",0,"1",2419.25837423208,"Avenue Georges Clemenceau",1,76190,49.62113,0.76692,"Gazole","YVETOT",1.454,"767580103",16.5,15290,19470,56," Avenue Georges Clemenceau",1,76190,49.62113,0.76692,"Gazole","YVETOT",1.454,"767580103",538577.144634146,6949166.82035982,2537.53064252077,c(538577.144634146, 6949166.82035982)," Avenue Georges Clemenceau",1,76190,49.62113,0.76692,"Gazole","YVETOT",1.454,"767580103",538577.144634146,6949166.82035982,2537.53064252077,17,c(538577.144634146, 6949166.82035982)
"2","Rue Jean Moulin",1,76190,76191001,49.61246,0.77484,"Gazole","YVETOT",1.37427659574468,"767580103","76758","H",0,"1",2419.25837423208,"Rue Jean Moulin",1,76190,49.61246,0.77484,"Gazole","YVETOT",1.37427659574468,"767580103",16.5,15290,19470,59,"Rue Jean Moulin",1,76190,49.61246,0.77484,"Gazole","YVETOT",1.37427659574468,"767580103",539122.321845074,6948186.23127416,3121.71197942034,c(539122.321845074, 6948186.23127416),"Rue Jean Moulin",1,76190,49.61246,0.77484,"Gazole","YVETOT",1.37427659574468,"767580103",539122.321845074,6948186.23127416,3121.71197942034,10,c(539122.321845074, 6948186.23127416)
"3","Avenue Georges Guynemer",1,62100,62101001,50.95025,1.89293,"Gazole","CALAIS",1.41519758064516,"621930701","62193","H",0,"1",2129.63104830458,"Avenue Georges Guynemer",1,62100,50.95025,1.89293,"Gazole","CALAIS",1.41519758064516,"621930701",52.9,10000,12690,64," Avenue Georges Guynemer",1,62100,50.95025,1.89293,"Gazole","CALAIS",1.41519758064516,"621930701",622040.482994752,7095464.56933495,860.134405725824,c(622040.482994752, 7095464.56933495)," Avenue Georges Guynemer",1,62100,50.95025,1.89293,"Gazole","CALAIS",1.41519758064516,"621930701",622040.482994752,7095464.56933495,860.134405725824,1,c(622040.482994752, 7095464.56933495)
"4","Avenue Louis Sallenave",1,64000,64000009,43.32001,-0.36039,"Gazole","PAU",1.40613095238095,"644450204","64445","H",0,"1",3596.80320646388,"Avenue Louis Sallenave",1,64000,43.32001,-0.36039,"Gazole","PAU",1.40613095238095,"644450204",23.1,13520,18560,91," Avenue Louis Sallenave",1,64000,43.32001,-0.36039,"Gazole","PAU",1.40613095238095,"644450204",427342.142878041,6252564.12265517,1544.04942871878,c(427342.142878041, 6252564.12265517)," Avenue Louis Sallenave",1,64000,43.32001,-0.36039,"Gazole","PAU",1.40613095238095,"644450204",427342.142878041,6252564.12265517,1544.04942871878,23,c(427342.142878041, 6252564.12265517)
"5","305/309 BD DE LA PAIX",1,64000,64000015,43.32251327,-0.367980462579,"Gazole","PAU",1.52203351955307,"644450204","64445","H",0,"1",3596.80320646388,"305/309 BD DE LA PAIX",1,64000,43.32251327,-0.367980462579,"Gazole","PAU",1.52203351955307,"644450204",23.1,13520,18560,95,"305/309 BD DE LA PAIX",1,64000,43.32251327,-0.367980462579,"Gazole","PAU",1.52203351955307,"644450204",426738.500771888,6252868.37972098,1548.67378242113,c(426738.500771888, 6252868.37972098),"305/309 BD DE LA PAIX",1,64000,43.32251327,-0.367980462579,"Gazole","PAU",1.52203351955307,"644450204",426738.500771888,6252868.37972098,1548.67378242113,1,c(426738.500771888, 6252868.37972098)
"6","Avenue de Brédasque",1,13090,13097001,43.53556,5.4134,"Gazole","AIX-EN-PROVENCE",1.39992528735632,"130010709","13001","H",0,"2",2755.69189149226,"Avenue de Brédasque",1,13090,43.53556,5.4134,"Gazole","AIX-EN-PROVENCE",1.39992528735632,"130010709",8.3,19550,26120,132," Avenue de Brédasque",1,13090,43.53556,5.4134,"Gazole","AIX-EN-PROVENCE",1.39992528735632,"130010709",895116.719767714,6273702.76302521,1324.53294667403,c(895116.719767714, 6273702.76302521)," Avenue de Brédasque",1,13090,43.53556,5.4134,"Gazole","AIX-EN-PROVENCE",1.39992528735632,"130010709",895116.719767714,6273702.76302521,1324.53294667403,7,c(895116.719767714, 6273702.76302521)
"7","Avenue de Conthe",1,15000,15000012,44.91394,2.42741,"Gazole","AURILLAC",1.50791666666667,"150140113","15014","H",0,"1",1944.67913218108,"Avenue de Conthe",1,15000,44.91394,2.42741,"Gazole","AURILLAC",1.50791666666667,"150140113",11.2,17120,21420,136," Avenue de Conthe",1,15000,44.91394,2.42741,"Gazole","AURILLAC",1.50791666666667,"150140113",654811.350325676,6424024.46482629,56030.2607647912,c(654811.350325676, 6424024.46482629)," Avenue de Conthe",1,15000,44.91394,2.42741,"Gazole","AURILLAC",1.50791666666667,"150140113",654811.350325676,6424024.46482629,56030.2607647912,4,c(654811.350325676, 6424024.46482629)
"8","87 Avenue Charles de Gaulle",1,15000,15004001,44.9091521744,2.42441831845,"Gazole","AURILLAC",1.40744444444444,"150140113","15014","H",0,"1",1944.67913218108,"87 Avenue Charles de Gaulle",1,15000,44.9091521744,2.42441831845,"Gazole","AURILLAC",1.40744444444444,"150140113",11.2,17120,21420,141,"87 Avenue Charles de Gaulle",1,15000,44.9091521744,2.42441831845,"Gazole","AURILLAC",1.40744444444444,"150140113",654571.375565893,6423494.42246136,56406.3013767725,c(654571.375565893, 6423494.42246136),"87 Avenue Charles de Gaulle",1,15000,44.9091521744,2.42441831845,"Gazole","AURILLAC",1.40744444444444,"150140113",654571.375565893,6423494.42246136,56406.3013767725,7,c(654571.375565893, 6423494.42246136)
"9","ROUTE DE SANSAC",1,15000,15000016,44.907979,2.421297,"Gazole","AURILLAC",1.4207094017094,"150140113","15014","H",0,"1",1944.67913218108,"ROUTE DE SANSAC",1,15000,44.907979,2.421297,"Gazole","AURILLAC",1.4207094017094,"150140113",11.2,17120,21420,145,"ROUTE DE SANSAC",1,15000,44.907979,2.421297,"Gazole","AURILLAC",1.4207094017094,"150140113",654324.070396417,6423365.92461759,56679.5970995127,c(654324.070396417, 6423365.92461759),"ROUTE DE SANSAC",1,15000,44.907979,2.421297,"Gazole","AURILLAC",1.4207094017094,"150140113",654324.070396417,6423365.92461759,56679.5970995127,5,c(654324.070396417, 6423365.92461759)
"10","Avenue de Domont",1,95160,95160003,49.00536,2.31694,"Gazole","MONTMORENCY",1.43308571428571,"954280303","95428","H",0,"1",2194.45965125355,"Avenue de Domont",1,95160,49.00536,2.31694,"Gazole","MONTMORENCY",1.43308571428571,"954280303",15.5,16080,22710,148," Avenue de Domont",1,95160,49.00536,2.31694,"Gazole","MONTMORENCY",1.43308571428571,"954280303",650025.05451264,6878598.94032841,5186.33243860592,c(650025.05451264, 6878598.94032841)," Avenue de Domont",1,95160,49.00536,2.31694,"Gazole","MONTMORENCY",1.43308571428571,"954280303",650025.05451264,6878598.94032841,5186.33243860592,0,c(650025.05451264, 6878598.94032841)
