"","Adresse.x","PrixID.x","CodePostal.x","ID","Latitude.x","Longitude.x","PrixNom.x","Ville.x","PrixValeur.x","iris_code.x","COM","TYP_IRIS","MODIF_IRIS","LAB_IRIS","P19_POP","Adresse.y","PrixID.y","CodePostal.y","Latitude.y","Longitude.y","PrixNom.y","Ville.y","PrixValeur.y","iris_code.y","DISP_TP6019","DISP_Q119","DISP_MED19","fid","Adresse.x.x","PrixID.x.x","CodePostal.x.x","Latitude.x.x","Longitude.x.x","PrixNom.x.x","Ville.x.x","PrixValeur.x.x","iris_code.x.x","X_RGF93.x","Y_RGF93.x","dist_autoroute.x","geom.x","Adresse.y.y","PrixID.y.y","CodePostal.y.y","Latitude.y.y","Longitude.y.y","PrixNom.y.y","Ville.y.y","PrixValeur.y.y","iris_code.y.y","X_RGF93.y","Y_RGF93.y","dist_autoroute.y","nb_shop_point","geom.y"
"1","Avenue Georges Clemenceau",2,76190,76190005,49.62113,0.76692,"SP95","YVETOT",1.5535,"767580103","76758","H",0,"1",2419.25837423208,"Avenue Georges Clemenceau",2,76190,49.62113,0.76692,"SP95","YVETOT",1.5535,"767580103",16.5,15290,19470,57," Avenue Georges Clemenceau",2,76190,49.62113,0.76692,"SP95","YVETOT",1.5535,"767580103",538577.144634146,6949166.82035982,2537.53064252077,c(538577.144634146, 6949166.82035982)," Avenue Georges Clemenceau",2,76190,49.62113,0.76692,"SP95","YVETOT",1.5535,"767580103",538577.144634146,6949166.82035982,2537.53064252077,17,c(538577.144634146, 6949166.82035982)
"2","Rue Jean Moulin",2,76190,76191001,49.61246,0.77484,"SP95","YVETOT",1.45771739130435,"767580103","76758","H",0,"1",2419.25837423208,"Rue Jean Moulin",2,76190,49.61246,0.77484,"SP95","YVETOT",1.45771739130435,"767580103",16.5,15290,19470,60,"Rue Jean Moulin",2,76190,49.61246,0.77484,"SP95","YVETOT",1.45771739130435,"767580103",539122.321845074,6948186.23127416,3121.71197942034,c(539122.321845074, 6948186.23127416),"Rue Jean Moulin",2,76190,49.61246,0.77484,"SP95","YVETOT",1.45771739130435,"767580103",539122.321845074,6948186.23127416,3121.71197942034,10,c(539122.321845074, 6948186.23127416)
"3","Avenue Georges Guynemer",2,62100,62101001,50.95025,1.89293,"SP95","CALAIS",1.50836290322581,"621930701","62193","H",0,"1",2129.63104830458,"Avenue Georges Guynemer",2,62100,50.95025,1.89293,"SP95","CALAIS",1.50836290322581,"621930701",52.9,10000,12690,65," Avenue Georges Guynemer",2,62100,50.95025,1.89293,"SP95","CALAIS",1.50836290322581,"621930701",622040.482994752,7095464.56933495,860.134405725824,c(622040.482994752, 7095464.56933495)," Avenue Georges Guynemer",2,62100,50.95025,1.89293,"SP95","CALAIS",1.50836290322581,"621930701",622040.482994752,7095464.56933495,860.134405725824,1,c(622040.482994752, 7095464.56933495)
"4","Avenue Louis Sallenave",2,64000,64000009,43.32001,-0.36039,"SP95","PAU",1.50574324324324,"644450204","64445","H",0,"1",3596.80320646388,"Avenue Louis Sallenave",2,64000,43.32001,-0.36039,"SP95","PAU",1.50574324324324,"644450204",23.1,13520,18560,92," Avenue Louis Sallenave",2,64000,43.32001,-0.36039,"SP95","PAU",1.50574324324324,"644450204",427342.142878041,6252564.12265517,1544.04942871878,c(427342.142878041, 6252564.12265517)," Avenue Louis Sallenave",2,64000,43.32001,-0.36039,"SP95","PAU",1.50574324324324,"644450204",427342.142878041,6252564.12265517,1544.04942871878,23,c(427342.142878041, 6252564.12265517)
"5","Avenue de Conthe",2,15000,15000012,44.91394,2.42741,"SP95","AURILLAC",1.59105263157895,"150140113","15014","H",0,"1",1944.67913218108,"Avenue de Conthe",2,15000,44.91394,2.42741,"SP95","AURILLAC",1.59105263157895,"150140113",11.2,17120,21420,137," Avenue de Conthe",2,15000,44.91394,2.42741,"SP95","AURILLAC",1.59105263157895,"150140113",654811.350325676,6424024.46482629,56030.2607647912,c(654811.350325676, 6424024.46482629)," Avenue de Conthe",2,15000,44.91394,2.42741,"SP95","AURILLAC",1.59105263157895,"150140113",654811.350325676,6424024.46482629,56030.2607647912,4,c(654811.350325676, 6424024.46482629)
"6","Avenue de la Libération",2,74800,74800001,46.06989,6.30528,"SP95","LA ROCHE-SUR-FORON",1.65377922077922,"742240102","74224","H",0,"Z",3618.29499105681,"Avenue de la Libération",2,74800,46.06989,6.30528,"SP95","LA ROCHE-SUR-FORON",1.65377922077922,"742240102",11.9,17050,23560,208," Avenue de la Libération",2,74800,46.06989,6.30528,"SP95","LA ROCHE-SUR-FORON",1.65377922077922,"742240102",955405.884801936,6557581.4551852,1196.99526470863,c(955405.884801936, 6557581.4551852)," Avenue de la Libération",2,74800,46.06989,6.30528,"SP95","LA ROCHE-SUR-FORON",1.65377922077922,"742240102",955405.884801936,6557581.4551852,1196.99526470863,3,c(955405.884801936, 6557581.4551852)
"7","Avenue des Tilleuls",2,1170,1170005,46.33522,6.058,"SP95","GEX",1.56476923076923,"011730101","1173","H",0,"Z",3843.69026857564,"Avenue des Tilleuls",2,1170,46.33522,6.058,"SP95","GEX",1.56476923076923,"011730101",14.2,18240,28960,227," Avenue des Tilleuls",2,1170,46.33522,6.058,"SP95","GEX",1.56476923076923,"011730101",935167.157493537,6586254.74785437,19684.9360374,c(935167.157493537, 6586254.74785437)," Avenue des Tilleuls",2,1170,46.33522,6.058,"SP95","GEX",1.56476923076923,"011730101",935167.157493537,6586254.74785437,19684.9360374,0,c(935167.157493537, 6586254.74785437)
"8","Avenue du Général de Gaulle",2,30130,30130003,44.24715,4.64431,"SP95","PONT-SAINT-ESPRIT",1.50433333333333,"302020103","30202","H",0,"Z",2695.25332827711,"Avenue du Général de Gaulle",2,30130,44.24715,4.64431,"SP95","PONT-SAINT-ESPRIT",1.50433333333333,"302020103",15.5,15750,21260,239," Avenue du Général de Gaulle",2,30130,44.24715,4.64431,"SP95","PONT-SAINT-ESPRIT",1.50433333333333,"302020103",831302.539608273,6351159.83626724,5091.30351074459,c(831302.539608273, 6351159.83626724)," Avenue du Général de Gaulle",2,30130,44.24715,4.64431,"SP95","PONT-SAINT-ESPRIT",1.50433333333333,"302020103",831302.539608273,6351159.83626724,5091.30351074459,2,c(831302.539608273, 6351159.83626724)
"9","Boulevard Auguste Comte",2,24100,24100007,44.84832,0.49248,"SP95","BERGERAC",1.512,"240370101","24037","H",0,"1",2223.96551119339,"Boulevard Auguste Comte",2,24100,44.84832,0.49248,"SP95","BERGERAC",1.512,"240370101",17.3,15090,20510,268," Boulevard Auguste Comte",2,24100,44.84832,0.49248,"SP95","BERGERAC",1.512,"240370101",501907.308420294,6419717.85285732,19931.8438453269,c(501907.308420294, 6419717.85285732)," Boulevard Auguste Comte",2,24100,44.84832,0.49248,"SP95","BERGERAC",1.512,"240370101",501907.308420294,6419717.85285732,19931.8438453269,2,c(501907.308420294, 6419717.85285732)
"10","Route de Sainte Alvère",2,24100,24100008,44.8533552754,0.513779259572,"SP95","BERGERAC",1.50135862068966,"240370101","24037","H",0,"1",2223.96551119339,"Route de Sainte Alvère",2,24100,44.8533552754,0.513779259572,"SP95","BERGERAC",1.50135862068966,"240370101",17.3,15090,20510,276,"Route de Sainte Alvère",2,24100,44.8533552754,0.513779259572,"SP95","BERGERAC",1.50135862068966,"240370101",503606.985918715,6420223.63659927,20327.1089112203,c(503606.985918715, 6420223.63659927),"Route de Sainte Alvère",2,24100,44.8533552754,0.513779259572,"SP95","BERGERAC",1.50135862068966,"240370101",503606.985918715,6420223.63659927,20327.1089112203,2,c(503606.985918715, 6420223.63659927)
